patch,K,SSE,silhouette
15.7,2,253.29479041913865,0.3520872113154466
15.7,3,177.33230948330078,0.4210687176835195
15.7,4,118.49675871206276,0.4757806463846244
15.7,5,90.65269706877618,0.5456800987555295
15.7,6,67.10049735442378,0.6142261236423558
15.7,7,53.48649284219782,0.609348692606877
15.7,8,42.4606866985051,0.6133689461244278
15.7,9,34.864468566805705,0.6566395118762394
15.7,10,27.04734714265253,0.7210885580164389
