cluster,n,mean_win_rate,mean_pick_rate,mean_ban_rate
2,18,100.0,4.4418974358974355,6.50048717948718
1,22,53.333333333333336,6.779400000000002,0.0
3,46,51.524072022160674,11.552642659279782,10.959349030470914
0,43,49.397349397590354,5.8543012048192775,5.947620481927712
4,24,0.0,4.39428,3.52112
