patch,championId,championName,games,wins,win_rate,pick_rate
15.10,86,Garen,7,5,71.43,28.0
15.10,202,Jhin,6,3,50.0,24.0
15.10,412,Thresh,6,2,33.33,24.0
15.10,103,Ahri,5,4,80.0,20.0
15.10,51,Caitlyn,5,5,100.0,20.0
15.10,222,Jinx,5,3,60.0,20.0
15.10,145,Kaisa,5,1,20.0,20.0
15.10,11,MasterYi,5,2,40.0,20.0
15.10,901,Smolder,5,3,60.0,20.0
15.10,17,Teemo,5,4,80.0,20.0
15.10,36,DrMundo,4,2,50.0,16.0
15.10,902,Milio,4,2,50.0,16.0
15.10,875,Sett,4,0,0.0,16.0
15.10,29,Twitch,4,0,0.0,16.0
15.10,106,Volibear,4,3,75.0,16.0
15.10,166,Akshan,3,3,100.0,12.0
15.10,9,FiddleSticks,3,3,100.0,12.0
15.10,141,Kayn,3,1,33.33,12.0
15.10,236,Lucian,3,1,33.33,12.0
15.10,117,Lulu,3,1,33.33,12.0
15.10,99,Lux,3,0,0.0,12.0
15.10,82,Mordekaiser,3,0,0.0,12.0
15.10,45,Veigar,3,2,66.67,12.0
15.10,19,Warwick,3,2,66.67,12.0
15.10,777,Yone,3,2,66.67,12.0
15.10,84,Akali,2,2,100.0,8.0
15.10,12,Alistar,2,0,0.0,8.0
15.10,32,Amumu,2,2,100.0,8.0
15.10,523,Aphelios,2,1,50.0,8.0
15.10,22,Ashe,2,0,0.0,8.0
15.10,136,AurelionSol,2,2,100.0,8.0
15.10,432,Bard,2,0,0.0,8.0
15.10,164,Camille,2,2,100.0,8.0
15.10,69,Cassiopeia,2,1,50.0,8.0
15.10,31,Chogath,2,1,50.0,8.0
15.10,42,Corki,2,1,50.0,8.0
15.10,131,Diana,2,1,50.0,8.0
15.10,60,Elise,2,0,0.0,8.0
15.10,887,Gwen,2,0,0.0,8.0
15.10,39,Irelia,2,0,0.0,8.0
15.10,40,Janna,2,2,100.0,8.0
15.10,59,JarvanIV,2,1,50.0,8.0
15.10,24,Jax,2,2,100.0,8.0
15.10,43,Karma,2,2,100.0,8.0
15.10,55,Katarina,2,1,50.0,8.0
15.10,85,Kennen,2,2,100.0,8.0
15.10,876,Lillia,2,0,0.0,8.0
15.10,90,Malzahar,2,1,50.0,8.0
15.10,800,Mel,2,1,50.0,8.0
15.10,21,MissFortune,2,2,100.0,8.0
15.10,950,Naafiri,2,1,50.0,8.0
15.10,75,Nasus,2,1,50.0,8.0
15.10,56,Nocturne,2,2,100.0,8.0
15.10,20,Nunu,2,1,50.0,8.0
15.10,61,Orianna,2,1,50.0,8.0
15.10,80,Pantheon,2,0,0.0,8.0
15.10,78,Poppy,2,2,100.0,8.0
15.10,13,Ryze,2,0,0.0,8.0
15.10,360,Samira,2,0,0.0,8.0
15.10,235,Senna,2,0,0.0,8.0
15.10,147,Seraphine,2,1,50.0,8.0
15.10,98,Shen,2,1,50.0,8.0
15.10,15,Sivir,2,1,50.0,8.0
15.10,50,Swain,2,0,0.0,8.0
15.10,223,TahmKench,2,0,0.0,8.0
15.10,91,Talon,2,0,0.0,8.0
15.10,18,Tristana,2,1,50.0,8.0
15.10,48,Trundle,2,0,0.0,8.0
15.10,6,Urgot,2,2,100.0,8.0
15.10,711,Vex,2,1,50.0,8.0
15.10,254,Vi,2,1,50.0,8.0
15.10,5,XinZhao,2,1,50.0,8.0
15.10,83,Yorick,2,1,50.0,8.0
15.10,142,Zoe,2,1,50.0,8.0
15.10,143,Zyra,2,1,50.0,8.0
15.10,34,Anivia,1,0,0.0,4.0
15.10,1,Annie,1,1,100.0,4.0
15.10,893,Aurora,1,0,0.0,4.0
15.10,53,Blitzcrank,1,0,0.0,4.0
15.10,201,Braum,1,0,0.0,4.0
15.10,233,Briar,1,0,0.0,4.0
15.10,119,Draven,1,0,0.0,4.0
15.10,245,Ekko,1,1,100.0,4.0
15.10,28,Evelynn,1,1,100.0,4.0
15.10,81,Ezreal,1,1,100.0,4.0
15.10,114,Fiora,1,1,100.0,4.0
15.10,105,Fizz,1,1,100.0,4.0
15.10,79,Gragas,1,0,0.0,4.0
15.10,104,Graves,1,1,100.0,4.0
15.10,910,Hwei,1,0,0.0,4.0
15.10,429,Kalista,1,1,100.0,4.0
15.10,10,Kayle,1,1,100.0,4.0
15.10,64,LeeSin,1,1,100.0,4.0
15.10,89,Leona,1,1,100.0,4.0
15.10,54,Malphite,1,1,100.0,4.0
15.10,57,Maokai,1,1,100.0,4.0
15.10,62,MonkeyKing,1,0,0.0,4.0
15.10,25,Morgana,1,0,0.0,4.0
15.10,267,Nami,1,1,100.0,4.0
15.10,111,Nautilus,1,0,0.0,4.0
15.10,518,Neeko,1,0,0.0,4.0
15.10,2,Olaf,1,1,100.0,4.0
15.10,516,Ornn,1,0,0.0,4.0
15.10,555,Pyke,1,1,100.0,4.0
15.10,526,Rell,1,1,100.0,4.0
15.10,58,Renekton,1,0,0.0,4.0
15.10,92,Riven,1,1,100.0,4.0
15.10,35,Shaco,1,1,100.0,4.0
15.10,27,Singed,1,0,0.0,4.0
15.10,14,Sion,1,1,100.0,4.0
15.10,37,Sona,1,1,100.0,4.0
15.10,517,Sylas,1,1,100.0,4.0
15.10,163,Taliyah,1,0,0.0,4.0
15.10,23,Tryndamere,1,0,0.0,4.0
15.10,77,Udyr,1,0,0.0,4.0
15.10,110,Varus,1,0,0.0,4.0
15.10,67,Vayne,1,0,0.0,4.0
15.10,101,Xerath,1,1,100.0,4.0
15.10,350,Yuumi,1,0,0.0,4.0
15.10,154,Zac,1,1,100.0,4.0
15.10,238,Zed,1,0,0.0,4.0
