patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate
15.10,200,Belveth,2,0,0.0,50.0,0.0
15.10,222,Jinx,2,1,50.0,50.0,0.0
15.10,555,Pyke,2,1,50.0,50.0,0.0
15.10,234,Viego,2,1,50.0,50.0,0.0
15.10,136,AurelionSol,1,0,0.0,25.0,0.0
15.10,36,DrMundo,1,1,100.0,25.0,0.0
15.10,245,Ekko,1,0,0.0,25.0,0.0
15.10,3,Galio,1,1,100.0,25.0,0.0
15.10,41,Gangplank,1,0,0.0,25.0,25.0
15.10,24,Jax,1,0,0.0,25.0,0.0
15.10,202,Jhin,1,1,100.0,25.0,0.0
15.10,121,Khazix,1,1,100.0,25.0,25.0
15.10,64,LeeSin,1,1,100.0,25.0,0.0
15.10,89,Leona,1,1,100.0,25.0,0.0
15.10,57,Maokai,1,0,0.0,25.0,0.0
15.10,800,Mel,1,1,100.0,25.0,0.0
15.10,902,Milio,1,0,0.0,25.0,0.0
15.10,21,MissFortune,1,1,100.0,25.0,0.0
15.10,62,MonkeyKing,1,1,100.0,25.0,0.0
15.10,267,Nami,1,0,0.0,25.0,0.0
15.10,76,Nidalee,1,1,100.0,25.0,0.0
15.10,80,Pantheon,1,0,0.0,25.0,0.0
15.10,133,Quinn,1,1,100.0,25.0,0.0
15.10,33,Rammus,1,1,100.0,25.0,0.0
15.10,421,RekSai,1,1,100.0,25.0,0.0
15.10,13,Ryze,1,0,0.0,25.0,0.0
15.10,360,Samira,1,1,100.0,25.0,0.0
15.10,235,Senna,1,0,0.0,25.0,0.0
15.10,901,Smolder,1,0,0.0,25.0,0.0
15.10,50,Swain,1,1,100.0,25.0,0.0
15.10,45,Veigar,1,0,0.0,25.0,0.0
15.10,161,Velkoz,1,1,100.0,25.0,0.0
15.10,777,Yone,1,0,0.0,25.0,0.0
15.10,83,Yorick,1,0,0.0,25.0,50.0
15.10,238,Zed,1,1,100.0,25.0,25.0
15.10,115,Ziggs,1,0,0.0,25.0,0.0
