patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate
15.4,51,Caitlyn,6,1,16.67,37.5,12.5
15.4,82,Mordekaiser,5,2,40.0,31.25,18.75
15.4,112,Viktor,5,2,40.0,31.25,6.25
15.4,222,Jinx,4,2,50.0,25.0,18.75
15.4,43,Karma,4,2,50.0,25.0,6.25
15.4,22,Ashe,3,0,0.0,18.75,6.25
15.4,131,Diana,3,2,66.67,18.75,25.0
15.4,3,Galio,3,2,66.67,18.75,6.25
15.4,24,Jax,3,2,66.67,18.75,0.0
15.4,203,Kindred,3,0,0.0,18.75,0.0
15.4,21,MissFortune,3,2,66.67,18.75,12.5
15.4,555,Pyke,3,3,100.0,18.75,25.0
15.4,29,Twitch,3,3,100.0,18.75,18.75
15.4,161,Velkoz,3,0,0.0,18.75,0.0
15.4,254,Vi,3,2,66.67,18.75,0.0
15.4,157,Yasuo,3,2,66.67,18.75,18.75
15.4,32,Amumu,2,1,50.0,12.5,25.0
15.4,523,Aphelios,2,2,100.0,12.5,0.0
15.4,31,Chogath,2,1,50.0,12.5,18.75
15.4,122,Darius,2,2,100.0,12.5,0.0
15.4,28,Evelynn,2,1,50.0,12.5,18.75
15.4,81,Ezreal,2,1,50.0,12.5,0.0
15.4,86,Garen,2,0,0.0,12.5,12.5
15.4,39,Irelia,2,0,0.0,12.5,6.25
15.4,202,Jhin,2,1,50.0,12.5,0.0
15.4,30,Karthus,2,1,50.0,12.5,0.0
15.4,55,Katarina,2,1,50.0,12.5,6.25
15.4,121,Khazix,2,1,50.0,12.5,6.25
15.4,64,LeeSin,2,0,0.0,12.5,0.0
15.4,117,Lulu,2,1,50.0,12.5,18.75
15.4,99,Lux,2,2,100.0,12.5,18.75
15.4,54,Malphite,2,1,50.0,12.5,6.25
15.4,800,Mel,2,0,0.0,12.5,62.5
15.4,25,Morgana,2,1,50.0,12.5,12.5
15.4,950,Naafiri,2,0,0.0,12.5,0.0
15.4,267,Nami,2,1,50.0,12.5,6.25
15.4,80,Pantheon,2,0,0.0,12.5,6.25
15.4,92,Riven,2,1,50.0,12.5,6.25
15.4,875,Sett,2,0,0.0,12.5,0.0
15.4,223,TahmKench,2,2,100.0,12.5,6.25
15.4,163,Taliyah,2,2,100.0,12.5,0.0
15.4,412,Thresh,2,1,50.0,12.5,0.0
15.4,18,Tristana,2,1,50.0,12.5,0.0
15.4,67,Vayne,2,2,100.0,12.5,0.0
15.4,498,Xayah,2,1,50.0,12.5,0.0
15.4,777,Yone,2,0,0.0,12.5,12.5
15.4,84,Akali,1,0,0.0,6.25,12.5
15.4,12,Alistar,1,0,0.0,6.25,6.25
15.4,34,Anivia,1,0,0.0,6.25,6.25
15.4,893,Aurora,1,1,100.0,6.25,12.5
15.4,432,Bard,1,1,100.0,6.25,0.0
15.4,53,Blitzcrank,1,1,100.0,6.25,25.0
15.4,201,Braum,1,1,100.0,6.25,12.5
15.4,233,Briar,1,1,100.0,6.25,0.0
15.4,9,FiddleSticks,1,0,0.0,6.25,0.0
15.4,104,Graves,1,1,100.0,6.25,6.25
15.4,420,Illaoi,1,0,0.0,6.25,12.5
15.4,427,Ivern,1,1,100.0,6.25,0.0
15.4,126,Jayce,1,0,0.0,6.25,0.0
15.4,141,Kayn,1,1,100.0,6.25,31.25
15.4,85,Kennen,1,1,100.0,6.25,0.0
15.4,7,Leblanc,1,1,100.0,6.25,6.25
15.4,89,Leona,1,0,0.0,6.25,18.75
15.4,11,MasterYi,1,1,100.0,6.25,6.25
15.4,902,Milio,1,1,100.0,6.25,0.0
15.4,111,Nautilus,1,1,100.0,6.25,6.25
15.4,895,Nilah,1,1,100.0,6.25,0.0
15.4,20,Nunu,1,0,0.0,6.25,0.0
15.4,33,Rammus,1,1,100.0,6.25,12.5
15.4,107,Rengar,1,0,0.0,6.25,6.25
15.4,13,Ryze,1,1,100.0,6.25,0.0
15.4,147,Seraphine,1,0,0.0,6.25,0.0
15.4,102,Shyvana,1,0,0.0,6.25,0.0
15.4,15,Sivir,1,0,0.0,6.25,0.0
15.4,72,Skarner,1,1,100.0,6.25,6.25
15.4,16,Soraka,1,0,0.0,6.25,6.25
15.4,50,Swain,1,1,100.0,6.25,6.25
15.4,517,Sylas,1,1,100.0,6.25,0.0
15.4,134,Syndra,1,1,100.0,6.25,0.0
15.4,17,Teemo,1,0,0.0,6.25,12.5
15.4,48,Trundle,1,1,100.0,6.25,0.0
15.4,23,Tryndamere,1,1,100.0,6.25,0.0
15.4,6,Urgot,1,1,100.0,6.25,0.0
15.4,711,Vex,1,1,100.0,6.25,18.75
15.4,234,Viego,1,0,0.0,6.25,6.25
15.4,106,Volibear,1,1,100.0,6.25,37.5
15.4,19,Warwick,1,0,0.0,6.25,6.25
15.4,101,Xerath,1,0,0.0,6.25,6.25
15.4,142,Zoe,1,0,0.0,6.25,6.25
