patch,championId,championName,games,wins,win_rate,pick_rate
15.11,99,Lux,7,4,57.14,30.435
15.11,222,Jinx,6,5,83.33,26.087
15.11,22,Ashe,5,3,60.0,21.739
15.11,36,DrMundo,5,4,80.0,21.739
15.11,51,Caitlyn,4,2,50.0,17.391
15.11,131,Diana,4,3,75.0,17.391
15.11,145,Kaisa,4,2,50.0,17.391
15.11,236,Lucian,4,2,50.0,17.391
15.11,902,Milio,4,3,75.0,17.391
15.11,950,Naafiri,4,1,25.0,17.391
15.11,267,Nami,4,1,25.0,17.391
15.11,75,Nasus,4,2,50.0,17.391
15.11,111,Nautilus,4,1,25.0,17.391
15.11,235,Senna,4,2,50.0,17.391
15.11,875,Sett,4,1,25.0,17.391
15.11,6,Urgot,4,2,50.0,17.391
15.11,234,Viego,4,3,75.0,17.391
15.11,1,Annie,3,1,33.33,13.043
15.11,60,Elise,3,1,33.33,13.043
15.11,81,Ezreal,3,1,33.33,13.043
15.11,3,Galio,3,2,66.67,13.043
15.11,429,Kalista,3,0,0.0,13.043
15.11,10,Kayle,3,2,66.67,13.043
15.11,141,Kayn,3,2,66.67,13.043
15.11,90,Malzahar,3,3,100.0,13.043
15.11,800,Mel,3,2,66.67,13.043
15.11,17,Teemo,3,0,0.0,13.043
15.11,29,Twitch,3,1,33.33,13.043
15.11,777,Yone,3,3,100.0,13.043
15.11,266,Aatrox,2,2,100.0,8.696
15.11,103,Ahri,2,2,100.0,8.696
15.11,893,Aurora,2,1,50.0,8.696
15.11,201,Braum,2,1,50.0,8.696
15.11,164,Camille,2,2,100.0,8.696
15.11,122,Darius,2,0,0.0,8.696
15.11,245,Ekko,2,1,50.0,8.696
15.11,86,Garen,2,1,50.0,8.696
15.11,79,Gragas,2,0,0.0,8.696
15.11,887,Gwen,2,1,50.0,8.696
15.11,59,JarvanIV,2,1,50.0,8.696
15.11,43,Karma,2,1,50.0,8.696
15.11,89,Leona,2,1,50.0,8.696
15.11,117,Lulu,2,0,0.0,8.696
15.11,21,MissFortune,2,0,0.0,8.696
15.11,62,MonkeyKing,2,0,0.0,8.696
15.11,25,Morgana,2,0,0.0,8.696
15.11,518,Neeko,2,1,50.0,8.696
15.11,20,Nunu,2,1,50.0,8.696
15.11,555,Pyke,2,0,0.0,8.696
15.11,133,Quinn,2,1,50.0,8.696
15.11,58,Renekton,2,2,100.0,8.696
15.11,14,Sion,2,1,50.0,8.696
15.11,15,Sivir,2,2,100.0,8.696
15.11,901,Smolder,2,1,50.0,8.696
15.11,517,Sylas,2,2,100.0,8.696
15.11,23,Tryndamere,2,1,50.0,8.696
15.11,4,TwistedFate,2,1,50.0,8.696
15.11,110,Varus,2,0,0.0,8.696
15.11,45,Veigar,2,1,50.0,8.696
15.11,106,Volibear,2,1,50.0,8.696
15.11,19,Warwick,2,1,50.0,8.696
15.11,5,XinZhao,2,1,50.0,8.696
15.11,157,Yasuo,2,0,0.0,8.696
15.11,154,Zac,2,0,0.0,8.696
15.11,84,Akali,1,0,0.0,4.348
15.11,166,Akshan,1,1,100.0,4.348
15.11,12,Alistar,1,0,0.0,4.348
15.11,32,Amumu,1,0,0.0,4.348
15.11,34,Anivia,1,0,0.0,4.348
15.11,268,Azir,1,0,0.0,4.348
15.11,53,Blitzcrank,1,0,0.0,4.348
15.11,233,Briar,1,1,100.0,4.348
15.11,31,Chogath,1,0,0.0,4.348
15.11,119,Draven,1,1,100.0,4.348
15.11,28,Evelynn,1,1,100.0,4.348
15.11,9,FiddleSticks,1,0,0.0,4.348
15.11,74,Heimerdinger,1,1,100.0,4.348
15.11,39,Irelia,1,0,0.0,4.348
15.11,40,Janna,1,1,100.0,4.348
15.11,202,Jhin,1,0,0.0,4.348
15.11,897,KSante,1,1,100.0,4.348
15.11,30,Karthus,1,0,0.0,4.348
15.11,85,Kennen,1,0,0.0,4.348
15.11,121,Khazix,1,0,0.0,4.348
15.11,203,Kindred,1,0,0.0,4.348
15.11,7,Leblanc,1,0,0.0,4.348
15.11,54,Malphite,1,1,100.0,4.348
15.11,57,Maokai,1,1,100.0,4.348
15.11,11,MasterYi,1,1,100.0,4.348
15.11,895,Nilah,1,1,100.0,4.348
15.11,56,Nocturne,1,1,100.0,4.348
15.11,2,Olaf,1,1,100.0,4.348
15.11,61,Orianna,1,0,0.0,4.348
15.11,80,Pantheon,1,1,100.0,4.348
15.11,78,Poppy,1,1,100.0,4.348
15.11,526,Rell,1,1,100.0,4.348
15.11,68,Rumble,1,1,100.0,4.348
15.11,13,Ryze,1,1,100.0,4.348
15.11,360,Samira,1,0,0.0,4.348
15.11,35,Shaco,1,0,0.0,4.348
15.11,72,Skarner,1,0,0.0,4.348
15.11,37,Sona,1,1,100.0,4.348
15.11,50,Swain,1,1,100.0,4.348
15.11,163,Taliyah,1,1,100.0,4.348
15.11,412,Thresh,1,0,0.0,4.348
15.11,48,Trundle,1,0,0.0,4.348
15.11,67,Vayne,1,1,100.0,4.348
15.11,161,Velkoz,1,1,100.0,4.348
15.11,711,Vex,1,0,0.0,4.348
15.11,112,Viktor,1,1,100.0,4.348
15.11,83,Yorick,1,0,0.0,4.348
15.11,238,Zed,1,0,0.0,4.348
15.11,143,Zyra,1,1,100.0,4.348
