cluster,n,mean_win_rate,mean_pick_rate,mean_ban_rate
1,18,100.0,7.809679999999998,9.904879999999999
3,21,100.0,7.143,0.0
2,28,40.206082474226804,19.882298969072163,18.213237113402055
4,12,39.39333333333333,14.57460606060606,0.0
0,27,0.0,4.762,5.643851851851851
