patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate
15.2,222,Jinx,7,4,57.14,35.0,10.0
15.2,202,Jhin,6,2,33.33,30.0,0.0
15.2,141,Kayn,5,3,60.0,25.0,20.0
15.2,800,Mel,5,3,60.0,25.0,75.0
15.2,68,Rumble,5,2,40.0,25.0,0.0
15.2,45,Veigar,5,2,40.0,25.0,0.0
15.2,51,Caitlyn,4,2,50.0,20.0,35.0
15.2,43,Karma,4,3,75.0,20.0,0.0
15.2,21,MissFortune,4,3,75.0,20.0,30.0
15.2,360,Samira,4,3,75.0,20.0,0.0
15.2,98,Shen,4,1,25.0,20.0,0.0
15.2,32,Amumu,3,1,33.33,15.0,25.0
15.2,34,Anivia,3,2,66.67,15.0,0.0
15.2,22,Ashe,3,1,33.33,15.0,5.0
15.2,131,Diana,3,3,100.0,15.0,30.0
15.2,90,Malzahar,3,3,100.0,15.0,10.0
15.2,11,MasterYi,3,1,33.33,15.0,0.0
15.2,75,Nasus,3,1,33.33,15.0,5.0
15.2,111,Nautilus,3,1,33.33,15.0,10.0
15.2,78,Poppy,3,1,33.33,15.0,5.0
15.2,17,Teemo,3,2,66.67,15.0,20.0
15.2,106,Volibear,3,2,66.67,15.0,0.0
15.2,157,Yasuo,3,1,33.33,15.0,15.0
15.2,63,Brand,2,1,50.0,10.0,5.0
15.2,31,Chogath,2,1,50.0,10.0,0.0
15.2,42,Corki,2,1,50.0,10.0,5.0
15.2,36,DrMundo,2,2,100.0,10.0,0.0
15.2,119,Draven,2,1,50.0,10.0,5.0
15.2,245,Ekko,2,1,50.0,10.0,5.0
15.2,60,Elise,2,0,0.0,10.0,0.0
15.2,887,Gwen,2,0,0.0,10.0,0.0
15.2,39,Irelia,2,1,50.0,10.0,0.0
15.2,126,Jayce,2,1,50.0,10.0,0.0
15.2,145,Kaisa,2,0,0.0,10.0,0.0
15.2,64,LeeSin,2,2,100.0,10.0,0.0
15.2,57,Maokai,2,1,50.0,10.0,10.0
15.2,62,MonkeyKing,2,1,50.0,10.0,15.0
15.2,950,Naafiri,2,0,0.0,10.0,0.0
15.2,267,Nami,2,0,0.0,10.0,5.0
15.2,58,Renekton,2,1,50.0,10.0,0.0
15.2,113,Sejuani,2,1,50.0,10.0,0.0
15.2,875,Sett,2,0,0.0,10.0,0.0
15.2,27,Singed,2,2,100.0,10.0,5.0
15.2,37,Sona,2,2,100.0,10.0,0.0
15.2,91,Talon,2,0,0.0,10.0,0.0
15.2,6,Urgot,2,2,100.0,10.0,0.0
15.2,110,Varus,2,1,50.0,10.0,0.0
15.2,112,Viktor,2,1,50.0,10.0,10.0
15.2,19,Warwick,2,1,50.0,10.0,35.0
15.2,350,Yuumi,2,1,50.0,10.0,5.0
15.2,142,Zoe,2,1,50.0,10.0,5.0
15.2,143,Zyra,2,0,0.0,10.0,10.0
15.2,266,Aatrox,1,0,0.0,5.0,5.0
15.2,103,Ahri,1,1,100.0,5.0,10.0
15.2,166,Akshan,1,0,0.0,5.0,0.0
15.2,523,Aphelios,1,0,0.0,5.0,0.0
15.2,893,Aurora,1,0,0.0,5.0,5.0
15.2,432,Bard,1,1,100.0,5.0,0.0
15.2,200,Belveth,1,0,0.0,5.0,0.0
15.2,53,Blitzcrank,1,1,100.0,5.0,15.0
15.2,233,Briar,1,1,100.0,5.0,10.0
15.2,122,Darius,1,1,100.0,5.0,5.0
15.2,9,FiddleSticks,1,0,0.0,5.0,5.0
15.2,105,Fizz,1,0,0.0,5.0,15.0
15.2,3,Galio,1,1,100.0,5.0,10.0
15.2,104,Graves,1,0,0.0,5.0,5.0
15.2,120,Hecarim,1,0,0.0,5.0,15.0
15.2,420,Illaoi,1,1,100.0,5.0,10.0
15.2,59,JarvanIV,1,0,0.0,5.0,0.0
15.2,24,Jax,1,0,0.0,5.0,25.0
15.2,897,KSante,1,0,0.0,5.0,0.0
15.2,55,Katarina,1,1,100.0,5.0,5.0
15.2,10,Kayle,1,1,100.0,5.0,0.0
15.2,96,KogMaw,1,0,0.0,5.0,0.0
15.2,7,Leblanc,1,1,100.0,5.0,0.0
15.2,89,Leona,1,0,0.0,5.0,10.0
15.2,99,Lux,1,1,100.0,5.0,35.0
15.2,82,Mordekaiser,1,0,0.0,5.0,10.0
15.2,25,Morgana,1,1,100.0,5.0,25.0
15.2,56,Nocturne,1,1,100.0,5.0,15.0
15.2,80,Pantheon,1,1,100.0,5.0,5.0
15.2,555,Pyke,1,0,0.0,5.0,20.0
15.2,888,Renata,1,0,0.0,5.0,0.0
15.2,92,Riven,1,0,0.0,5.0,0.0
15.2,35,Shaco,1,1,100.0,5.0,20.0
15.2,14,Sion,1,1,100.0,5.0,5.0
15.2,15,Sivir,1,1,100.0,5.0,5.0
15.2,72,Skarner,1,1,100.0,5.0,5.0
15.2,16,Soraka,1,1,100.0,5.0,10.0
15.2,50,Swain,1,0,0.0,5.0,0.0
15.2,517,Sylas,1,0,0.0,5.0,5.0
15.2,134,Syndra,1,0,0.0,5.0,10.0
15.2,44,Taric,1,0,0.0,5.0,0.0
15.2,412,Thresh,1,1,100.0,5.0,0.0
15.2,48,Trundle,1,1,100.0,5.0,10.0
15.2,29,Twitch,1,1,100.0,5.0,0.0
15.2,161,Velkoz,1,1,100.0,5.0,0.0
15.2,254,Vi,1,1,100.0,5.0,0.0
15.2,234,Viego,1,0,0.0,5.0,25.0
15.2,8,Vladimir,1,1,100.0,5.0,0.0
15.2,101,Xerath,1,1,100.0,5.0,10.0
15.2,777,Yone,1,0,0.0,5.0,5.0
15.2,83,Yorick,1,1,100.0,5.0,10.0
15.2,238,Zed,1,0,0.0,5.0,15.0
15.2,115,Ziggs,1,0,0.0,5.0,0.0
