cluster,n,mean_win_rate,mean_pick_rate,mean_ban_rate
4,16,100.0,8.75,0.0
0,15,100.0,7.720588235294118,13.970588235294118
2,22,50.770153846153846,21.25,13.653846153846153
1,19,27.778333333333332,13.541666666666666,0.0
3,17,0.0,9.090909090909092,13.920454545454545
