patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate
15.4,80,Pantheon,7,4,57.14,46.667,0.0
15.4,122,Darius,6,1,16.67,40.0,6.667
15.4,81,Ezreal,5,2,40.0,33.333,0.0
15.4,222,Jinx,4,3,75.0,26.667,20.0
15.4,99,Lux,4,1,25.0,26.667,13.333
15.4,267,Nami,4,0,0.0,26.667,0.0
15.4,161,Velkoz,4,3,75.0,26.667,0.0
15.4,22,Ashe,3,1,33.33,20.0,0.0
15.4,233,Briar,3,1,33.33,20.0,0.0
15.4,131,Diana,3,2,66.67,20.0,6.667
15.4,114,Fiora,3,0,0.0,20.0,20.0
15.4,43,Karma,3,1,33.33,20.0,0.0
15.4,96,KogMaw,3,3,100.0,20.0,0.0
15.4,21,MissFortune,3,2,66.67,20.0,26.667
15.4,62,MonkeyKing,3,2,66.67,20.0,0.0
15.4,111,Nautilus,3,0,0.0,20.0,0.0
15.4,56,Nocturne,3,3,100.0,20.0,26.667
15.4,83,Yorick,3,0,0.0,20.0,13.333
15.4,103,Ahri,2,2,100.0,13.333,0.0
15.4,63,Brand,2,2,100.0,13.333,6.667
15.4,245,Ekko,2,1,50.0,13.333,0.0
15.4,3,Galio,2,1,50.0,13.333,0.0
15.4,887,Gwen,2,0,0.0,13.333,6.667
15.4,420,Illaoi,2,1,50.0,13.333,46.667
15.4,7,Leblanc,2,2,100.0,13.333,6.667
15.4,117,Lulu,2,2,100.0,13.333,6.667
15.4,11,MasterYi,2,1,50.0,13.333,6.667
15.4,82,Mordekaiser,2,0,0.0,13.333,6.667
15.4,25,Morgana,2,1,50.0,13.333,13.333
15.4,75,Nasus,2,2,100.0,13.333,6.667
15.4,98,Shen,2,1,50.0,13.333,0.0
15.4,37,Sona,2,1,50.0,13.333,0.0
15.4,18,Tristana,2,0,0.0,13.333,13.333
15.4,48,Trundle,2,2,100.0,13.333,0.0
15.4,67,Vayne,2,0,0.0,13.333,0.0
15.4,106,Volibear,2,1,50.0,13.333,0.0
15.4,498,Xayah,2,0,0.0,13.333,0.0
15.4,142,Zoe,2,0,0.0,13.333,6.667
15.4,799,Ambessa,1,1,100.0,6.667,6.667
15.4,32,Amumu,1,0,0.0,6.667,13.333
15.4,893,Aurora,1,0,0.0,6.667,0.0
15.4,268,Azir,1,0,0.0,6.667,0.0
15.4,51,Caitlyn,1,1,100.0,6.667,26.667
15.4,31,Chogath,1,0,0.0,6.667,6.667
15.4,105,Fizz,1,0,0.0,6.667,33.333
15.4,150,Gnar,1,0,0.0,6.667,0.0
15.4,427,Ivern,1,1,100.0,6.667,0.0
15.4,24,Jax,1,1,100.0,6.667,0.0
15.4,202,Jhin,1,1,100.0,6.667,6.667
15.4,897,KSante,1,1,100.0,6.667,0.0
15.4,145,Kaisa,1,1,100.0,6.667,0.0
15.4,55,Katarina,1,0,0.0,6.667,0.0
15.4,141,Kayn,1,1,100.0,6.667,40.0
15.4,876,Lillia,1,0,0.0,6.667,0.0
15.4,127,Lissandra,1,1,100.0,6.667,0.0
15.4,54,Malphite,1,1,100.0,6.667,6.667
15.4,90,Malzahar,1,0,0.0,6.667,13.333
15.4,57,Maokai,1,1,100.0,6.667,0.0
15.4,800,Mel,1,1,100.0,6.667,86.667
15.4,902,Milio,1,0,0.0,6.667,0.0
15.4,518,Neeko,1,1,100.0,6.667,0.0
15.4,20,Nunu,1,1,100.0,6.667,6.667
15.4,61,Orianna,1,0,0.0,6.667,0.0
15.4,516,Ornn,1,1,100.0,6.667,6.667
15.4,78,Poppy,1,1,100.0,6.667,6.667
15.4,13,Ryze,1,1,100.0,6.667,0.0
15.4,360,Samira,1,0,0.0,6.667,0.0
15.4,235,Senna,1,1,100.0,6.667,0.0
15.4,875,Sett,1,1,100.0,6.667,6.667
15.4,72,Skarner,1,1,100.0,6.667,13.333
15.4,91,Talon,1,0,0.0,6.667,0.0
15.4,17,Teemo,1,0,0.0,6.667,26.667
15.4,412,Thresh,1,1,100.0,6.667,0.0
15.4,110,Varus,1,1,100.0,6.667,0.0
15.4,234,Viego,1,0,0.0,6.667,6.667
15.4,112,Viktor,1,0,0.0,6.667,6.667
15.4,19,Warwick,1,1,100.0,6.667,20.0
15.4,777,Yone,1,1,100.0,6.667,0.0
15.4,350,Yuumi,1,1,100.0,6.667,6.667
15.4,238,Zed,1,1,100.0,6.667,6.667
15.4,143,Zyra,1,0,0.0,6.667,6.667
