patch,championId,championName,games,wins,win_rate,pick_rate
15.4,21,MissFortune,4,1,25.0,33.333
15.4,32,Amumu,3,1,33.33,25.0
15.4,222,Jinx,3,3,100.0,25.0
15.4,267,Nami,3,0,0.0,25.0
15.4,35,Shaco,3,2,66.67,25.0
15.4,91,Talon,3,1,33.33,25.0
15.4,412,Thresh,3,2,66.67,25.0
15.4,157,Yasuo,3,2,66.67,25.0
15.4,12,Alistar,2,2,100.0,16.667
15.4,893,Aurora,2,0,0.0,16.667
15.4,432,Bard,2,1,50.0,16.667
15.4,31,Chogath,2,0,0.0,16.667
15.4,122,Darius,2,1,50.0,16.667
15.4,60,Elise,2,1,50.0,16.667
15.4,81,Ezreal,2,0,0.0,16.667
15.4,420,Illaoi,2,1,50.0,16.667
15.4,202,Jhin,2,1,50.0,16.667
15.4,240,Kled,2,1,50.0,16.667
15.4,99,Lux,2,0,0.0,16.667
15.4,11,MasterYi,2,2,100.0,16.667
15.4,800,Mel,2,0,0.0,16.667
15.4,37,Sona,2,2,100.0,16.667
15.4,17,Teemo,2,1,50.0,16.667
15.4,18,Tristana,2,1,50.0,16.667
15.4,23,Tryndamere,2,2,100.0,16.667
15.4,67,Vayne,2,2,100.0,16.667
15.4,234,Viego,2,1,50.0,16.667
15.4,8,Vladimir,2,1,50.0,16.667
15.4,777,Yone,2,1,50.0,16.667
15.4,143,Zyra,2,0,0.0,16.667
15.4,103,Ahri,1,1,100.0,8.333
15.4,799,Ambessa,1,1,100.0,8.333
15.4,523,Aphelios,1,0,0.0,8.333
15.4,22,Ashe,1,0,0.0,8.333
15.4,136,AurelionSol,1,1,100.0,8.333
15.4,51,Caitlyn,1,1,100.0,8.333
15.4,164,Camille,1,0,0.0,8.333
15.4,131,Diana,1,0,0.0,8.333
15.4,36,DrMundo,1,0,0.0,8.333
15.4,245,Ekko,1,1,100.0,8.333
15.4,28,Evelynn,1,0,0.0,8.333
15.4,3,Galio,1,0,0.0,8.333
15.4,41,Gangplank,1,1,100.0,8.333
15.4,86,Garen,1,0,0.0,8.333
15.4,79,Gragas,1,1,100.0,8.333
15.4,104,Graves,1,0,0.0,8.333
15.4,887,Gwen,1,0,0.0,8.333
15.4,910,Hwei,1,1,100.0,8.333
15.4,897,KSante,1,1,100.0,8.333
15.4,30,Karthus,1,0,0.0,8.333
15.4,55,Katarina,1,1,100.0,8.333
15.4,85,Kennen,1,1,100.0,8.333
15.4,203,Kindred,1,0,0.0,8.333
15.4,89,Leona,1,1,100.0,8.333
15.4,876,Lillia,1,1,100.0,8.333
15.4,236,Lucian,1,0,0.0,8.333
15.4,90,Malzahar,1,0,0.0,8.333
15.4,902,Milio,1,1,100.0,8.333
15.4,75,Nasus,1,1,100.0,8.333
15.4,111,Nautilus,1,1,100.0,8.333
15.4,56,Nocturne,1,1,100.0,8.333
15.4,555,Pyke,1,0,0.0,8.333
15.4,246,Qiyana,1,1,100.0,8.333
15.4,421,RekSai,1,1,100.0,8.333
15.4,92,Riven,1,0,0.0,8.333
15.4,68,Rumble,1,0,0.0,8.333
15.4,235,Senna,1,0,0.0,8.333
15.4,875,Sett,1,0,0.0,8.333
15.4,102,Shyvana,1,0,0.0,8.333
15.4,27,Singed,1,1,100.0,8.333
15.4,16,Soraka,1,1,100.0,8.333
15.4,134,Syndra,1,1,100.0,8.333
15.4,48,Trundle,1,1,100.0,8.333
15.4,29,Twitch,1,1,100.0,8.333
15.4,77,Udyr,1,1,100.0,8.333
15.4,711,Vex,1,1,100.0,8.333
15.4,112,Viktor,1,0,0.0,8.333
15.4,106,Volibear,1,0,0.0,8.333
15.4,83,Yorick,1,0,0.0,8.333
15.4,154,Zac,1,0,0.0,8.333
15.4,221,Zeri,1,1,100.0,8.333
