patch,K,SSE,silhouette
15.4,2,233.95179713367855,0.3635952154050612
15.4,3,166.29486623788696,0.3928468424384912
15.4,4,114.66558733115181,0.4730254276026984
15.4,5,80.95590047794855,0.5702454497876418
15.4,6,60.509388227507316,0.578393667198453
15.4,7,46.14731692495882,0.6402177313139382
15.4,8,35.901083193857986,0.659970044825204
15.4,9,25.729835544217945,0.701038291286897
15.4,10,18.878196603797374,0.7343469189092765
