patch,K,SSE,silhouette
15.14,2,365.06971976659116,0.38859538206305777
15.14,3,269.36453181668907,0.4489863091557534
15.14,4,196.3280447968653,0.3781010864044788
15.14,5,151.26050144225792,0.4100715230404074
15.14,6,112.5309158015296,0.48179906310041876
15.14,7,84.35424775570868,0.5298736357166904
15.14,8,69.79269974923176,0.5574398662300406
15.14,9,56.057035899280756,0.5401128900991081
15.14,10,45.408529656804234,0.5687079984044225
