cluster,n,mean_win_rate,mean_pick_rate,mean_ban_rate
2,27,100.0,4.737025,4.671125000000001
1,46,52.55837209302325,13.622972093023254,12.570409302325583
0,14,46.00020000000001,10.4211,0.0
3,30,26.41509433962264,5.213528301886792,8.391339622641508
4,18,0.0,3.383714285714286,0.0
