patch,championId,championName,games,wins,win_rate,pick_rate
15.15,901,Smolder,10,7,70.0,33.333
15.15,99,Lux,8,4,50.0,26.667
15.15,202,Jhin,7,6,85.71,23.333
15.15,75,Nasus,7,5,71.43,23.333
15.15,804,Yunara,7,6,85.71,23.333
15.15,25,Morgana,6,4,66.67,20.0
15.15,412,Thresh,6,1,16.67,20.0
15.15,234,Viego,6,2,33.33,20.0
15.15,107,Rengar,5,1,20.0,16.667
15.15,238,Zed,5,2,40.0,16.667
15.15,51,Caitlyn,4,1,25.0,13.333
15.15,81,Ezreal,4,1,25.0,13.333
15.15,141,Kayn,4,1,25.0,13.333
15.15,236,Lucian,4,2,50.0,13.333
15.15,902,Milio,4,1,25.0,13.333
15.15,267,Nami,4,2,50.0,13.333
15.15,80,Pantheon,4,3,75.0,13.333
15.15,147,Seraphine,4,1,25.0,13.333
15.15,48,Trundle,4,3,75.0,13.333
15.15,101,Xerath,4,1,25.0,13.333
15.15,777,Yone,4,1,25.0,13.333
15.15,84,Akali,3,1,33.33,10.0
15.15,893,Aurora,3,2,66.67,10.0
15.15,201,Braum,3,2,66.67,10.0
15.15,245,Ekko,3,2,66.67,10.0
15.15,114,Fiora,3,1,33.33,10.0
15.15,105,Fizz,3,3,100.0,10.0
15.15,3,Galio,3,1,33.33,10.0
15.15,887,Gwen,3,2,66.67,10.0
15.15,222,Jinx,3,2,66.67,10.0
15.15,54,Malphite,3,1,33.33,10.0
15.15,800,Mel,3,1,33.33,10.0
15.15,111,Nautilus,3,1,33.33,10.0
15.15,526,Rell,3,3,100.0,10.0
15.15,15,Sivir,3,1,33.33,10.0
15.15,17,Teemo,3,2,66.67,10.0
15.15,18,Tristana,3,2,66.67,10.0
15.15,110,Varus,3,1,33.33,10.0
15.15,350,Yuumi,3,1,33.33,10.0
15.15,266,Aatrox,2,1,50.0,6.667
15.15,103,Ahri,2,0,0.0,6.667
15.15,166,Akshan,2,2,100.0,6.667
15.15,799,Ambessa,2,0,0.0,6.667
15.15,32,Amumu,2,0,0.0,6.667
15.15,523,Aphelios,2,1,50.0,6.667
15.15,136,AurelionSol,2,0,0.0,6.667
15.15,233,Briar,2,1,50.0,6.667
15.15,36,DrMundo,2,1,50.0,6.667
15.15,119,Draven,2,1,50.0,6.667
15.15,120,Hecarim,2,1,50.0,6.667
15.15,39,Irelia,2,1,50.0,6.667
15.15,59,JarvanIV,2,0,0.0,6.667
15.15,24,Jax,2,2,100.0,6.667
15.15,145,Kaisa,2,2,100.0,6.667
15.15,43,Karma,2,0,0.0,6.667
15.15,10,Kayle,2,2,100.0,6.667
15.15,96,KogMaw,2,1,50.0,6.667
15.15,7,Leblanc,2,1,50.0,6.667
15.15,64,LeeSin,2,2,100.0,6.667
15.15,89,Leona,2,2,100.0,6.667
15.15,127,Lissandra,2,1,50.0,6.667
15.15,21,MissFortune,2,1,50.0,6.667
15.15,62,MonkeyKing,2,1,50.0,6.667
15.15,82,Mordekaiser,2,2,100.0,6.667
15.15,56,Nocturne,2,2,100.0,6.667
15.15,516,Ornn,2,1,50.0,6.667
15.15,78,Poppy,2,0,0.0,6.667
15.15,888,Renata,2,0,0.0,6.667
15.15,58,Renekton,2,1,50.0,6.667
15.15,360,Samira,2,0,0.0,6.667
15.15,235,Senna,2,1,50.0,6.667
15.15,35,Shaco,2,1,50.0,6.667
15.15,16,Soraka,2,2,100.0,6.667
15.15,517,Sylas,2,0,0.0,6.667
15.15,6,Urgot,2,0,0.0,6.667
15.15,67,Vayne,2,0,0.0,6.667
15.15,45,Veigar,2,1,50.0,6.667
15.15,711,Vex,2,1,50.0,6.667
15.15,106,Volibear,2,1,50.0,6.667
15.15,19,Warwick,2,1,50.0,6.667
15.15,83,Yorick,2,2,100.0,6.667
15.15,1,Annie,1,1,100.0,3.333
15.15,22,Ashe,1,0,0.0,3.333
15.15,268,Azir,1,0,0.0,3.333
15.15,432,Bard,1,0,0.0,3.333
15.15,53,Blitzcrank,1,1,100.0,3.333
15.15,164,Camille,1,1,100.0,3.333
15.15,69,Cassiopeia,1,0,0.0,3.333
15.15,31,Chogath,1,1,100.0,3.333
15.15,60,Elise,1,0,0.0,3.333
15.15,9,FiddleSticks,1,1,100.0,3.333
15.15,86,Garen,1,0,0.0,3.333
