cluster,n,mean_win_rate,mean_pick_rate,mean_ban_rate
2,14,100.0,4.489949999999999,0.0
3,25,100.0,3.877675,8.928549999999998
4,45,47.49996428571429,14.081592857142859,10.065621428571427
1,30,39.99985714285714,5.889214285714286,0.0
0,37,29.869999999999997,4.850246753246753,5.936961038961038
