patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate
15.18,22,Ashe,10,5,50.0,16.129,6.452
15.18,51,Caitlyn,10,7,70.0,16.129,17.742
15.18,202,Jhin,10,5,50.0,16.129,3.226
15.18,55,Katarina,10,5,50.0,16.129,6.452
15.18,82,Mordekaiser,10,4,40.0,16.129,16.129
15.18,25,Morgana,10,6,60.0,16.129,35.484
15.18,267,Nami,10,6,60.0,16.129,0.0
15.18,901,Smolder,10,5,50.0,16.129,9.677
15.18,234,Viego,10,5,50.0,16.129,4.839
15.18,106,Volibear,10,4,40.0,16.129,29.032
15.18,19,Warwick,10,6,60.0,16.129,16.129
15.18,86,Garen,9,4,44.44,14.516,6.452
15.18,233,Briar,8,8,100.0,12.903,20.968
15.18,222,Jinx,8,6,75.0,12.903,6.452
15.18,99,Lux,8,1,12.5,12.903,16.129
15.18,111,Nautilus,8,5,62.5,12.903,12.903
15.18,147,Seraphine,8,4,50.0,12.903,3.226
15.18,103,Ahri,7,4,57.14,11.29,3.226
15.18,64,LeeSin,7,5,71.43,11.29,1.613
15.18,902,Milio,7,3,42.86,11.29,4.839
15.18,235,Senna,7,5,71.43,11.29,1.613
15.18,31,Chogath,6,1,16.67,9.677,4.839
15.18,122,Darius,6,3,50.0,9.677,11.29
15.18,145,Kaisa,6,3,50.0,9.677,1.613
15.18,43,Karma,6,2,33.33,9.677,0.0
15.18,141,Kayn,6,4,66.67,9.677,8.065
15.18,89,Leona,6,5,83.33,9.677,1.613
15.18,54,Malphite,6,3,50.0,9.677,8.065
15.18,90,Malzahar,6,3,50.0,9.677,29.032
15.18,21,MissFortune,6,5,83.33,9.677,4.839
15.18,950,Naafiri,6,1,16.67,9.677,4.839
15.18,98,Shen,6,2,33.33,9.677,0.0
15.18,15,Sivir,6,2,33.33,9.677,6.452
15.18,517,Sylas,6,2,33.33,9.677,11.29
15.18,29,Twitch,6,5,83.33,9.677,16.129
15.18,67,Vayne,6,3,50.0,9.677,11.29
15.18,45,Veigar,6,3,50.0,9.677,1.613
15.18,157,Yasuo,6,2,33.33,9.677,24.194
15.18,777,Yone,6,5,83.33,9.677,1.613
15.18,32,Amumu,5,2,40.0,8.065,3.226
15.18,131,Diana,5,2,40.0,8.065,6.452
15.18,36,DrMundo,5,3,60.0,8.065,12.903
15.18,28,Evelynn,5,2,40.0,8.065,0.0
15.18,81,Ezreal,5,0,0.0,8.065,3.226
15.18,40,Janna,5,4,80.0,8.065,0.0
15.18,24,Jax,5,1,20.0,8.065,11.29
15.18,518,Neeko,5,2,40.0,8.065,1.613
15.18,56,Nocturne,5,1,20.0,8.065,8.065
15.18,875,Sett,5,2,40.0,8.065,3.226
15.18,35,Shaco,5,2,40.0,8.065,32.258
15.18,48,Trundle,5,4,80.0,8.065,0.0
15.18,115,Ziggs,5,3,60.0,8.065,1.613
15.18,893,Aurora,4,2,50.0,6.452,3.226
15.18,53,Blitzcrank,4,1,25.0,6.452,11.29
15.18,119,Draven,4,4,100.0,6.452,6.452
15.18,114,Fiora,4,3,75.0,6.452,6.452
15.18,3,Galio,4,1,25.0,6.452,8.065
15.18,59,JarvanIV,4,3,75.0,6.452,8.065
15.18,10,Kayle,4,2,50.0,6.452,1.613
15.18,240,Kled,4,2,50.0,6.452,4.839
15.18,11,MasterYi,4,2,50.0,6.452,25.806
