patch,cluster,tier,center_wr_pct,center_pr_pct,center_br_pct,score
15.19,0,B,57.97389107756648,9.861775246731472,7.648294594729402,38.50769668003227
15.19,1,D,0.009999999999999981,3.367072251620788,0.009999999999999998,1.0171216754862362
15.19,2,C,0.010000000000000035,4.4765185133132634,6.896252444163401,2.0385807984103193
15.19,3,S,99.99000000000001,2.9092034949478243,1.430921281214426,61.009853176605795
15.19,4,A,77.93978706920642,8.20165245659251,0.009999999999999998,49.2253679785016
