patch,champion,win_rate,pick_rate,ban_rate,rank
15.18,Zoe,49.23,2.84,3.35,116
15.18,Rengar,45.18,4.47,3.52,117
15.18,Syndra,49.86,3.67,2.5,118
15.18,Neeko,48.86,3.18,1.92,119
15.18,Veigar,51.33,5.72,3.13,120
15.18,Riven,48.54,2.86,1.1,121
15.18,Vex,50.93,3.77,4.94,122
15.18,Ambessa,48.75,3.62,5.18,123
15.18,Blitzcrank,49.42,6.37,16.69,124
15.18,Lee Sin,48.91,10.35,11.84,125
15.18,Taliyah,47.64,1.5,0.39,126
15.18,Illaoi,51.23,3.43,8.83,127
15.18,Nasus,50.63,4.28,4.53,128
15.18,Lulu,49.35,7.66,9.66,129
15.18,Nidalee,47.74,2.28,0.99,130
15.18,Kennen,49.52,1.7,1.05,131
15.18,Lux,49.96,11.6,15.09,132
15.18,Sylas,48.88,8.28,16.61,133
15.18,Udyr,49.67,1.84,1.08,134
15.18,Akshan,49.62,2.13,2.05,135
15.18,Rakan,48.91,3.47,0.42,136
15.18,Evelynn,49.93,2.43,2.29,137
15.18,Swain,49.7,3.75,2.67,138
15.18,Shyvana,50.59,1.43,0.32,139
15.18,Seraphine,49.28,4.99,1.27,140
15.18,Shaco,48.45,5.69,36.74,141
15.18,Nautilus,49.1,9.28,14.31,142
15.18,Tahm Kench,49.68,2.98,2.79,143
15.18,Gragas,48.58,1.86,0.75,144
15.18,LeBlanc,49.5,4.56,16.82,145
15.18,Graves,49.47,3.76,2.21,146
15.18,Katarina,49.25,5.72,6.24,147
15.18,Gwen,45.25,2.24,2.67,148
15.18,Akali,49.79,7.97,12.55,149
15.18,Vi,48.44,4.2,0.98,150
15.18,Sejuani,49.19,2.0,0.31,151
15.18,Camille,48.98,1.91,0.79,152
15.18,Galio,49.7,4.05,3.19,153
15.18,Rumble,47.87,1.76,0.69,154
15.18,Gangplank,48.8,3.0,1.79,155
15.18,Skarner,43.78,0.6,0.3,156
15.18,Gnar,48.93,3.33,0.81,157
15.18,Zed,48.72,7.19,26.33,158
15.18,Yuumi,47.58,4.51,5.34,159
15.18,Darius,48.79,8.29,18.43,160
15.18,Aurora,48.86,3.03,4.04,161
15.18,Twisted Fate,49.59,3.51,0.91,162
15.18,Tryndamere,49.58,3.12,2.37,163
15.18,Lissandra,50.34,2.51,1.33,164
15.18,Annie,50.14,2.07,0.96,165
15.18,K'Sante,46.14,3.14,1.98,166
15.18,Ryze,49.43,3.03,0.55,167
15.18,Yone,47.89,8.7,6.89,168
15.18,Azir,45.17,1.92,0.57,169
15.18,Ahri,49.3,7.52,3.04,170
15.18,Mel,48.59,5.17,28.75,171
