patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate,rank
15.2,21,MissFortune,9,2,22.22,42.857,19.048,25
15.2,51,Caitlyn,6,2,33.33,28.571,19.048,8
15.2,222,Jinx,6,3,50.0,28.571,9.524,5
15.2,99,Lux,6,4,66.67,28.571,19.048,2
15.2,267,Nami,5,2,40.0,23.81,0.0,5
15.2,86,Garen,4,2,50.0,19.048,4.762,5
15.2,800,Mel,4,1,25.0,19.048,109.524,3
15.2,62,MonkeyKing,4,1,25.0,19.048,0.0,5
15.2,223,TahmKench,4,0,0.0,19.048,28.571,14
15.2,17,Teemo,4,0,0.0,19.048,23.81,8
15.2,83,Yorick,4,2,50.0,19.048,14.286,2
15.2,32,Amumu,3,0,0.0,14.286,33.333,14
15.2,233,Briar,3,2,66.67,14.286,4.762,5
15.2,119,Draven,3,1,33.33,14.286,4.762,5
15.2,910,Hwei,3,1,33.33,14.286,0.0,5
15.2,39,Irelia,3,2,66.67,14.286,9.524,5
15.2,202,Jhin,3,2,66.67,14.286,9.524,5
15.2,55,Katarina,3,1,33.33,14.286,4.762,5
15.2,89,Leona,3,2,66.67,14.286,0.0,5
15.2,11,MasterYi,3,2,66.67,14.286,33.333,14
15.2,25,Morgana,3,1,33.33,14.286,14.286,5
15.2,147,Seraphine,3,2,66.67,14.286,4.762,5
15.2,875,Sett,3,3,100.0,14.286,4.762,5
15.2,72,Skarner,3,1,33.33,14.286,0.0,5
15.2,37,Sona,3,1,33.33,14.286,0.0,5
15.2,23,Tryndamere,3,1,33.33,14.286,9.524,5
15.2,234,Viego,3,2,66.67,14.286,9.524,5
15.2,112,Viktor,3,1,33.33,14.286,9.524,5
15.2,103,Ahri,2,1,50.0,9.524,4.762,5
15.2,1,Annie,2,2,100.0,9.524,0.0,6
15.2,22,Ashe,2,2,100.0,9.524,0.0,6
15.2,53,Blitzcrank,2,1,50.0,9.524,19.048,1
15.2,122,Darius,2,2,100.0,9.524,9.524,1
15.2,131,Diana,2,1,50.0,9.524,0.0,5
15.2,887,Gwen,2,2,100.0,9.524,0.0,6
15.2,85,Kennen,2,2,100.0,9.524,0.0,6
15.2,54,Malphite,2,1,50.0,9.524,4.762,5
15.2,82,Mordekaiser,2,0,0.0,9.524,23.81,29
15.2,111,Nautilus,2,1,50.0,9.524,0.0,5
15.2,56,Nocturne,2,1,50.0,9.524,9.524,1
15.2,526,Rell,2,1,50.0,9.524,0.0,5
15.2,360,Samira,2,1,50.0,9.524,4.762,5
15.2,98,Shen,2,1,50.0,9.524,4.762,5
15.2,27,Singed,2,1,50.0,9.524,0.0,5
15.2,15,Sivir,2,2,100.0,9.524,0.0,6
15.2,44,Taric,2,2,100.0,9.524,0.0,6
15.2,412,Thresh,2,2,100.0,9.524,4.762,1
15.2,4,TwistedFate,2,1,50.0,9.524,0.0,5
15.2,29,Twitch,2,2,100.0,9.524,0.0,6
