patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate,rank
15.19,22,Ashe,10,5,50.0,17.241,12.069,6
15.19,131,Diana,10,7,70.0,17.241,10.345,5
15.19,202,Jhin,10,6,60.0,17.241,3.448,5
15.19,21,MissFortune,10,6,60.0,17.241,5.172,5
15.19,25,Morgana,10,3,30.0,17.241,22.414,87
15.19,875,Sett,10,5,50.0,17.241,1.724,5
15.19,157,Yasuo,10,5,50.0,17.241,10.345,2
15.19,143,Zyra,10,6,60.0,17.241,8.621,5
15.19,141,Kayn,9,4,44.44,15.517,3.448,5
15.19,99,Lux,9,2,22.22,15.517,10.345,8
15.19,800,Mel,9,4,44.44,15.517,31.034,14
15.19,267,Nami,9,5,55.56,15.517,1.724,5
15.19,111,Nautilus,9,6,66.67,15.517,10.345,2
15.19,901,Smolder,9,5,55.56,15.517,1.724,5
15.19,106,Volibear,9,7,77.78,15.517,10.345,2
15.19,64,LeeSin,8,4,50.0,13.793,3.448,5
15.19,902,Milio,8,7,87.5,13.793,6.897,5
15.19,48,Trundle,8,5,62.5,13.793,1.724,5
15.19,115,Ziggs,8,4,50.0,13.793,1.724,5
15.19,51,Caitlyn,7,5,71.43,12.069,36.207,10
15.19,222,Jinx,7,3,42.86,12.069,12.069,5
15.19,145,Kaisa,7,4,57.14,12.069,0.0,5
15.19,517,Sylas,7,4,57.14,12.069,13.793,8
15.19,36,DrMundo,6,3,50.0,10.345,10.345,5
15.19,43,Karma,6,4,66.67,10.345,1.724,5
15.19,35,Shaco,6,3,50.0,10.345,27.586,19
15.19,15,Sivir,6,1,16.67,10.345,8.621,8
15.19,17,Teemo,6,5,83.33,10.345,17.241,9
15.19,101,Xerath,6,1,16.67,10.345,6.897,5
15.19,238,Zed,6,1,16.67,10.345,15.517,8
15.19,103,Ahri,5,2,40.0,8.621,1.724,5
15.19,32,Amumu,5,4,80.0,8.621,3.448,5
15.19,9,FiddleSticks,5,4,80.0,8.621,1.724,5
15.19,41,Gangplank,5,2,40.0,8.621,0.0,5
15.19,39,Irelia,5,2,40.0,8.621,10.345,8
15.19,54,Malphite,5,2,40.0,8.621,8.621,5
15.19,82,Mordekaiser,5,2,40.0,8.621,22.414,14
15.19,58,Renekton,5,3,60.0,8.621,5.172,5
15.19,235,Senna,5,3,60.0,8.621,1.724,5
15.19,18,Tristana,5,1,20.0,8.621,1.724,5
15.19,110,Varus,5,2,40.0,8.621,1.724,5
15.19,161,Velkoz,5,3,60.0,8.621,5.172,5
15.19,84,Akali,4,0,0.0,6.897,10.345,37
15.19,432,Bard,4,0,0.0,6.897,0.0,10
15.19,53,Blitzcrank,4,4,100.0,6.897,13.793,9
15.19,122,Darius,4,2,50.0,6.897,6.897,5
15.19,245,Ekko,4,3,75.0,6.897,6.897,1
15.19,86,Garen,4,2,50.0,6.897,6.897,5
15.19,910,Hwei,4,3,75.0,6.897,5.172,1
15.19,24,Jax,4,1,25.0,6.897,20.69,16
15.19,11,MasterYi,4,0,0.0,6.897,24.138,19
15.19,75,Nasus,4,3,75.0,6.897,8.621,1
15.19,107,Rengar,4,4,100.0,6.897,3.448,1
15.19,91,Talon,4,1,25.0,6.897,3.448,11
15.19,29,Twitch,4,3,75.0,6.897,8.621,1
15.19,6,Urgot,4,3,75.0,6.897,3.448,5
15.19,254,Vi,4,1,25.0,6.897,0.0,5
15.19,234,Viego,4,1,25.0,6.897,8.621,37
15.19,19,Warwick,4,1,25.0,6.897,27.586,46
15.19,777,Yone,4,4,100.0,6.897,6.897,1
15.19,83,Yorick,4,2,50.0,6.897,22.414,16
15.19,804,Yunara,4,3,75.0,6.897,8.621,1
15.19,893,Aurora,3,2,66.67,5.172,6.897,11
15.19,63,Brand,3,2,66.67,5.172,6.897,11
15.19,119,Draven,3,0,0.0,5.172,15.517,29
15.19,81,Ezreal,3,1,33.33,5.172,6.897,11
15.19,3,Galio,3,2,66.67,5.172,6.897,11
15.19,59,JarvanIV,3,1,33.33,5.172,1.724,6
15.19,55,Katarina,3,0,0.0,5.172,5.172,79
15.19,10,Kayle,3,3,100.0,5.172,1.724,1
15.19,85,Kennen,3,1,33.33,5.172,1.724,6
15.19,121,Khazix,3,0,0.0,5.172,5.172,79
15.19,236,Lucian,3,2,66.67,5.172,0.0,5
15.19,62,MonkeyKing,3,3,100.0,5.172,0.0,5
15.19,950,Naafiri,3,2,66.67,5.172,6.897,11
15.19,80,Pantheon,3,2,66.67,5.172,5.172,11
15.19,78,Poppy,3,1,33.33,5.172,1.724,6
15.19,246,Qiyana,3,2,66.67,5.172,5.172,11
15.19,133,Quinn,3,0,0.0,5.172,1.724,10
15.19,497,Rakan,3,1,33.33,5.172,0.0,5
15.19,50,Swain,3,1,33.33,5.172,1.724,6
15.19,134,Syndra,3,2,66.67,5.172,6.897,11
15.19,412,Thresh,3,0,0.0,5.172,8.621,103
15.19,23,Tryndamere,3,1,33.33,5.172,3.448,11
15.19,4,TwistedFate,3,1,33.33,5.172,0.0,5
15.19,77,Udyr,3,0,0.0,5.172,1.724,10
15.19,67,Vayne,3,1,33.33,5.172,22.414,16
15.19,112,Viktor,3,1,33.33,5.172,1.724,6
15.19,5,XinZhao,3,2,66.67,5.172,0.0,5
15.19,154,Zac,3,2,66.67,5.172,1.724,11
15.19,266,Aatrox,2,0,0.0,3.448,3.448,10
15.19,166,Akshan,2,0,0.0,3.448,1.724,10
15.19,12,Alistar,2,2,100.0,3.448,1.724,1
15.19,523,Aphelios,2,0,0.0,3.448,3.448,10
15.19,28,Evelynn,2,1,50.0,3.448,0.0,6
15.19,114,Fiora,2,0,0.0,3.448,8.621,48
15.19,105,Fizz,2,0,0.0,3.448,8.621,48
15.19,79,Gragas,2,1,50.0,3.448,0.0,6
15.19,104,Graves,2,2,100.0,3.448,1.724,1
15.19,120,Hecarim,2,2,100.0,3.448,1.724,1
15.19,74,Heimerdinger,2,1,50.0,3.448,3.448,11
15.19,429,Kalista,2,0,0.0,3.448,0.0,10
15.19,30,Karthus,2,0,0.0,3.448,1.724,10
15.19,203,Kindred,2,1,50.0,3.448,13.793,1
15.19,7,Leblanc,2,0,0.0,3.448,6.897,101
15.19,117,Lulu,2,1,50.0,3.448,15.517,1
15.19,90,Malzahar,2,1,50.0,3.448,8.621,11
15.19,518,Neeko,2,1,50.0,3.448,0.0,6
15.19,56,Nocturne,2,0,0.0,3.448,6.897,101
15.19,2,Olaf,2,0,0.0,3.448,1.724,10
15.19,61,Orianna,2,2,100.0,3.448,1.724,1
15.19,33,Rammus,2,1,50.0,3.448,8.621,11
15.19,421,RekSai,2,0,0.0,3.448,1.724,10
15.19,13,Ryze,2,2,100.0,3.448,0.0,2
15.19,360,Samira,2,2,100.0,3.448,6.897,1
15.19,147,Seraphine,2,2,100.0,3.448,0.0,2
15.19,98,Shen,2,0,0.0,3.448,3.448,10
15.19,102,Shyvana,2,1,50.0,3.448,0.0,6
15.19,27,Singed,2,1,50.0,3.448,1.724,11
15.19,16,Soraka,2,0,0.0,3.448,1.724,10
15.19,223,TahmKench,2,1,50.0,3.448,3.448,11
15.19,44,Taric,2,1,50.0,3.448,0.0,6
15.19,45,Veigar,2,1,50.0,3.448,1.724,11
15.19,711,Vex,2,1,50.0,3.448,8.621,11
15.19,221,Zeri,2,0,0.0,3.448,0.0,10
15.19,142,Zoe,2,0,0.0,3.448,3.448,10
15.19,34,Anivia,1,0,0.0,1.724,0.0,10
15.19,1,Annie,1,1,100.0,1.724,5.172,1
15.19,136,AurelionSol,1,1,100.0,1.724,3.448,1
15.19,200,Belveth,1,1,100.0,1.724,13.793,1
15.19,201,Braum,1,1,100.0,1.724,3.448,1
15.19,233,Briar,1,1,100.0,1.724,27.586,17
15.19,164,Camille,1,1,100.0,1.724,0.0,2
15.19,31,Chogath,1,1,100.0,1.724,1.724,2
15.19,42,Corki,1,0,0.0,1.724,0.0,10
15.19,150,Gnar,1,1,100.0,1.724,0.0,2
15.19,887,Gwen,1,0,0.0,1.724,0.0,10
15.19,420,Illaoi,1,0,0.0,1.724,5.172,84
15.19,427,Ivern,1,0,0.0,1.724,1.724,10
15.19,40,Janna,1,0,0.0,1.724,0.0,10
15.19,126,Jayce,1,1,100.0,1.724,0.0,2
15.19,38,Kassadin,1,0,0.0,1.724,3.448,10
15.19,240,Kled,1,1,100.0,1.724,1.724,2
15.19,96,KogMaw,1,1,100.0,1.724,1.724,2
15.19,876,Lillia,1,1,100.0,1.724,3.448,1
15.19,895,Nilah,1,1,100.0,1.724,0.0,2
15.19,20,Nunu,1,1,100.0,1.724,0.0,2
15.19,516,Ornn,1,0,0.0,1.724,0.0,10
15.19,555,Pyke,1,0,0.0,1.724,22.414,29
15.19,526,Rell,1,1,100.0,1.724,1.724,2
15.19,888,Renata,1,1,100.0,1.724,0.0,2
15.19,92,Riven,1,1,100.0,1.724,1.724,2
15.19,68,Rumble,1,0,0.0,1.724,0.0,10
15.19,14,Sion,1,1,100.0,1.724,1.724,2
15.19,37,Sona,1,1,100.0,1.724,0.0,2
15.19,163,Taliyah,1,0,0.0,1.724,0.0,10
15.19,8,Vladimir,1,0,0.0,1.724,15.517,29
15.19,498,Xayah,1,1,100.0,1.724,3.448,1
