patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate
15.20,266,Aatrox,10,5,50.0,4.082,9.2
15.20,103,Ahri,10,5,50.0,4.082,3.6
15.20,84,Akali,10,4,40.0,4.082,9.6
15.20,166,Akshan,10,3,30.0,4.082,5.6
15.20,12,Alistar,10,4,40.0,4.082,2.4
15.20,799,Ambessa,10,8,80.0,4.082,12.4
15.20,32,Amumu,10,5,50.0,4.082,5.2
15.20,34,Anivia,10,6,60.0,4.082,3.2
15.20,523,Aphelios,10,3,30.0,4.082,2.0
15.20,22,Ashe,10,5,50.0,4.082,7.6
15.20,893,Aurora,10,4,40.0,4.082,3.2
15.20,432,Bard,10,6,60.0,4.082,0.8
15.20,63,Brand,10,3,30.0,4.082,3.2
15.20,201,Braum,10,5,50.0,4.082,3.6
15.20,233,Briar,10,5,50.0,4.082,14.4
15.20,51,Caitlyn,10,3,30.0,4.082,15.2
15.20,164,Camille,10,5,50.0,4.082,1.2
15.20,31,Chogath,10,6,60.0,4.082,0.8
15.20,42,Corki,10,4,40.0,4.082,0.0
15.20,122,Darius,10,4,40.0,4.082,14.4
15.20,131,Diana,10,4,40.0,4.082,16.8
15.20,36,DrMundo,10,5,50.0,4.082,14.4
15.20,119,Draven,10,9,90.0,4.082,22.4
15.20,245,Ekko,10,5,50.0,4.082,3.2
15.20,81,Ezreal,10,2,20.0,4.082,2.4
15.20,114,Fiora,10,7,70.0,4.082,8.8
15.20,105,Fizz,10,7,70.0,4.082,12.4
15.20,3,Galio,10,5,50.0,4.082,4.4
15.20,86,Garen,10,5,50.0,4.082,9.2
15.20,79,Gragas,10,4,40.0,4.082,1.2
15.20,910,Hwei,10,4,40.0,4.082,4.4
15.20,39,Irelia,10,2,20.0,4.082,10.8
15.20,427,Ivern,10,6,60.0,4.082,0.4
15.20,59,JarvanIV,10,5,50.0,4.082,4.4
15.20,24,Jax,10,6,60.0,4.082,16.0
15.20,126,Jayce,10,5,50.0,4.082,1.2
15.20,202,Jhin,10,6,60.0,4.082,2.4
15.20,222,Jinx,10,5,50.0,4.082,7.2
15.20,145,Kaisa,10,2,20.0,4.082,0.4
15.20,43,Karma,10,7,70.0,4.082,4.4
15.20,30,Karthus,10,7,70.0,4.082,0.8
15.20,55,Katarina,10,3,30.0,4.082,5.6
