cluster,n,mean_win_rate,mean_pick_rate,mean_ban_rate
0,71,54.011504297994264,4.028154727793695,10.706017191977077
1,68,49.13404724409449,3.8639259842519666,1.9155905511811024
2,20,47.777111111111104,1.9683111111111111,3.2799999999999994
3,10,42.42424242424242,3.092333333333334,0.0
4,2,0.0,0.68,0.39999999999999997
