patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate
15.20,22,Ashe,10,6,60.0,12.048,10.843
15.20,51,Caitlyn,10,5,50.0,12.048,24.096
15.20,122,Darius,10,7,70.0,12.048,15.663
15.20,119,Draven,10,1,10.0,12.048,19.277
15.20,86,Garen,10,4,40.0,12.048,6.024
15.20,24,Jax,10,5,50.0,12.048,15.663
15.20,202,Jhin,10,6,60.0,12.048,3.614
15.20,145,Kaisa,10,6,60.0,12.048,2.41
15.20,43,Karma,10,4,40.0,12.048,3.614
15.20,55,Katarina,10,2,20.0,12.048,3.614
15.20,141,Kayn,10,5,50.0,12.048,4.819
15.20,99,Lux,10,5,50.0,12.048,8.434
15.20,800,Mel,10,4,40.0,12.048,45.783
15.20,902,Milio,10,5,50.0,12.048,6.024
15.20,21,MissFortune,10,6,60.0,12.048,2.41
15.20,267,Nami,10,4,40.0,12.048,2.41
15.20,61,Orianna,10,4,40.0,12.048,0.0
15.20,412,Thresh,10,4,40.0,12.048,0.0
15.20,234,Viego,10,4,40.0,12.048,7.229
15.20,36,DrMundo,9,6,66.67,10.843,13.253
15.20,245,Ekko,9,5,55.56,10.843,3.614
15.20,147,Seraphine,9,5,55.56,10.843,0.0
15.20,27,Singed,9,4,44.44,10.843,2.41
15.20,517,Sylas,9,5,55.56,10.843,16.867
15.20,84,Akali,8,6,75.0,9.639,6.024
15.20,63,Brand,8,4,50.0,9.639,4.819
15.20,164,Camille,8,5,62.5,9.639,0.0
15.20,82,Mordekaiser,8,5,62.5,9.639,12.048
15.20,875,Sett,8,6,75.0,9.639,9.639
15.20,901,Smolder,8,2,25.0,9.639,10.843
15.20,91,Talon,8,3,37.5,9.639,1.205
15.20,6,Urgot,8,2,25.0,9.639,1.205
15.20,498,Xayah,8,6,75.0,9.639,1.205
15.20,350,Yuumi,8,4,50.0,9.639,4.819
15.20,81,Ezreal,7,3,42.86,8.434,1.205
15.20,222,Jinx,7,2,28.57,8.434,3.614
15.20,7,Leblanc,7,4,57.14,8.434,19.277
15.20,236,Lucian,7,4,57.14,8.434,2.41
15.20,11,MasterYi,7,4,57.14,8.434,19.277
15.20,895,Nilah,7,5,71.43,8.434,4.819
15.20,92,Riven,7,3,42.86,8.434,4.819
15.20,13,Ryze,7,2,28.57,8.434,1.205
15.20,35,Shaco,7,4,57.14,8.434,33.735
15.20,5,XinZhao,7,6,85.71,8.434,1.205
15.20,238,Zed,7,4,57.14,8.434,22.892
15.20,103,Ahri,6,4,66.67,7.229,2.41
15.20,233,Briar,6,3,50.0,7.229,10.843
15.20,131,Diana,6,6,100.0,7.229,18.072
15.20,9,FiddleSticks,6,2,33.33,7.229,6.024
15.20,41,Gangplank,6,4,66.67,7.229,0.0
15.20,39,Irelia,6,2,33.33,7.229,9.639
15.20,59,JarvanIV,6,0,0.0,7.229,1.205
15.20,64,LeeSin,6,3,50.0,7.229,0.0
15.20,89,Leona,6,4,66.67,7.229,2.41
15.20,876,Lillia,6,4,66.67,7.229,0.0
15.20,25,Morgana,6,6,100.0,7.229,30.12
15.20,497,Rakan,6,2,33.33,7.229,0.0
15.20,14,Sion,6,3,50.0,7.229,3.614
15.20,67,Vayne,6,5,83.33,7.229,13.253
15.20,45,Veigar,6,0,0.0,7.229,3.614
15.20,106,Volibear,6,3,50.0,7.229,12.048
15.20,432,Bard,5,4,80.0,6.024,2.41
15.20,3,Galio,5,1,20.0,6.024,1.205
15.20,910,Hwei,5,3,60.0,6.024,8.434
15.20,38,Kassadin,5,3,60.0,6.024,2.41
15.20,62,MonkeyKing,5,1,20.0,6.024,0.0
15.20,111,Nautilus,5,0,0.0,6.024,15.663
15.20,518,Neeko,5,3,60.0,6.024,1.205
15.20,33,Rammus,5,3,60.0,6.024,1.205
15.20,107,Rengar,5,3,60.0,6.024,6.024
15.20,360,Samira,5,0,0.0,6.024,6.024
15.20,235,Senna,5,4,80.0,6.024,1.205
15.20,15,Sivir,5,2,40.0,6.024,10.843
15.20,16,Soraka,5,3,60.0,6.024,3.614
15.20,134,Syndra,5,2,40.0,6.024,2.41
15.20,163,Taliyah,5,4,80.0,6.024,1.205
15.20,17,Teemo,5,3,60.0,6.024,10.843
15.20,29,Twitch,5,2,40.0,6.024,7.229
15.20,154,Zac,5,1,20.0,6.024,2.41
15.20,26,Zilean,5,2,40.0,6.024,3.614
15.20,799,Ambessa,4,1,25.0,4.819,2.41
15.20,1,Annie,4,1,25.0,4.819,0.0
15.20,893,Aurora,4,2,50.0,4.819,6.024
15.20,53,Blitzcrank,4,3,75.0,4.819,12.048
15.20,28,Evelynn,4,2,50.0,4.819,9.639
15.20,105,Fizz,4,1,25.0,4.819,7.229
15.20,104,Graves,4,3,75.0,4.819,2.41
15.20,74,Heimerdinger,4,2,50.0,4.819,0.0
15.20,96,KogMaw,4,2,50.0,4.819,1.205
15.20,54,Malphite,4,2,50.0,4.819,12.048
15.20,75,Nasus,4,3,75.0,4.819,2.41
15.20,20,Nunu,4,1,25.0,4.819,2.41
15.20,2,Olaf,4,3,75.0,4.819,2.41
15.20,516,Ornn,4,3,75.0,4.819,0.0
15.20,133,Quinn,4,2,50.0,4.819,1.205
15.20,58,Renekton,4,2,50.0,4.819,4.819
15.20,68,Rumble,4,0,0.0,4.819,0.0
15.20,98,Shen,4,0,0.0,4.819,1.205
15.20,37,Sona,4,1,25.0,4.819,0.0
15.20,50,Swain,4,1,25.0,4.819,1.205
15.20,18,Tristana,4,2,50.0,4.819,3.614
15.20,48,Trundle,4,3,75.0,4.819,2.41
15.20,4,TwistedFate,4,2,50.0,4.819,0.0
15.20,8,Vladimir,4,2,50.0,4.819,3.614
15.20,157,Yasuo,4,1,25.0,4.819,20.482
15.20,804,Yunara,4,2,50.0,4.819,4.819
15.20,34,Anivia,3,2,66.67,3.614,2.41
15.20,268,Azir,3,1,33.33,3.614,0.0
15.20,201,Braum,3,1,33.33,3.614,4.819
15.20,114,Fiora,3,3,100.0,3.614,6.024
15.20,150,Gnar,3,1,33.33,3.614,2.41
15.20,120,Hecarim,3,2,66.67,3.614,6.024
15.20,10,Kayle,3,1,33.33,3.614,0.0
15.20,121,Khazix,3,0,0.0,3.614,8.434
15.20,203,Kindred,3,2,66.67,3.614,9.639
15.20,117,Lulu,3,3,100.0,3.614,9.639
15.20,90,Malzahar,3,3,100.0,3.614,15.663
15.20,56,Nocturne,3,1,33.33,3.614,14.458
15.20,555,Pyke,3,2,66.67,3.614,26.506
15.20,246,Qiyana,3,1,33.33,3.614,13.253
15.20,421,RekSai,3,3,100.0,3.614,1.205
15.20,110,Varus,3,1,33.33,3.614,0.0
15.20,161,Velkoz,3,3,100.0,3.614,3.614
15.20,101,Xerath,3,2,66.67,3.614,7.229
15.20,777,Yone,3,2,66.67,3.614,3.614
15.20,221,Zeri,3,2,66.67,3.614,0.0
15.20,143,Zyra,3,1,33.33,3.614,10.843
15.20,266,Aatrox,2,1,50.0,2.41,10.843
15.20,166,Akshan,2,1,50.0,2.41,1.205
15.20,200,Belveth,2,1,50.0,2.41,12.048
15.20,69,Cassiopeia,2,0,0.0,2.41,1.205
15.20,42,Corki,2,1,50.0,2.41,1.205
15.20,79,Gragas,2,1,50.0,2.41,0.0
15.20,887,Gwen,2,1,50.0,2.41,2.41
15.20,897,KSante,2,1,50.0,2.41,2.41
15.20,950,Naafiri,2,1,50.0,2.41,1.205
15.20,78,Poppy,2,0,0.0,2.41,4.819
15.20,223,TahmKench,2,1,50.0,2.41,1.205
15.20,77,Udyr,2,1,50.0,2.41,2.41
15.20,112,Viktor,2,0,0.0,2.41,2.41
15.20,83,Yorick,2,1,50.0,2.41,14.458
15.20,115,Ziggs,2,0,0.0,2.41,1.205
15.20,142,Zoe,2,1,50.0,2.41,2.41
15.20,12,Alistar,1,1,100.0,1.205,1.205
15.20,32,Amumu,1,0,0.0,1.205,4.819
15.20,523,Aphelios,1,1,100.0,1.205,0.0
15.20,31,Chogath,1,0,0.0,1.205,1.205
15.20,60,Elise,1,1,100.0,1.205,2.41
15.20,420,Illaoi,1,0,0.0,1.205,8.434
15.20,427,Ivern,1,1,100.0,1.205,0.0
15.20,40,Janna,1,0,0.0,1.205,0.0
15.20,126,Jayce,1,1,100.0,1.205,8.434
15.20,429,Kalista,1,0,0.0,1.205,0.0
15.20,85,Kennen,1,1,100.0,1.205,1.205
15.20,240,Kled,1,1,100.0,1.205,0.0
15.20,127,Lissandra,1,0,0.0,1.205,1.205
15.20,76,Nidalee,1,1,100.0,1.205,0.0
15.20,80,Pantheon,1,0,0.0,1.205,7.229
15.20,526,Rell,1,0,0.0,1.205,1.205
15.20,113,Sejuani,1,1,100.0,1.205,0.0
15.20,44,Taric,1,0,0.0,1.205,0.0
15.20,23,Tryndamere,1,0,0.0,1.205,0.0
15.20,711,Vex,1,1,100.0,1.205,8.434
15.20,19,Warwick,1,0,0.0,1.205,14.458
