cluster,n,mean_win_rate,mean_pick_rate,mean_ban_rate
4,23,100.0,2.00634375,2.1221562499999997
1,17,52.380317460317464,5.310666666666667,0.0
2,44,52.150698924731174,5.761204301075271,3.810107526881721
0,54,49.54165137614679,10.36362385321101,11.844520642201836
3,23,0.0,2.9811463414634143,3.071439024390244
