patch,K,SSE,silhouette
15.17,2,433.8390277598245,0.3858910073930532
15.17,3,308.7846424033666,0.4515177402575925
15.17,4,194.2311757512992,0.5123232614160663
15.17,5,158.07713644478827,0.4232520007384033
15.17,6,123.91237830422978,0.4498797890090132
15.17,7,99.39467458538707,0.5319693830293774
15.17,8,79.259116566429,0.5326534652710425
15.17,9,62.899624189381775,0.5632867114443507
15.17,10,52.49991236584249,0.5504425139338135
