patch,K,SSE,silhouette
15.12,2,352.71436340869803,0.4042833484701388
15.12,3,254.56721847959466,0.46452956855338284
15.12,4,174.34051393616463,0.49681674842555257
15.12,5,130.0133460998278,0.5058772309452226
15.12,6,96.97428037087613,0.5180652261449012
15.12,7,66.98139059725092,0.585200757907326
15.12,8,55.97820637925556,0.6158958950888257
15.12,9,45.93414373513412,0.5767295557523467
15.12,10,37.43753962486,0.6134849893623857
