patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate
15.8,143,Zyra,9,6,66.67,52.941,5.882
15.8,17,Teemo,7,4,57.14,41.176,17.647
15.8,517,Sylas,6,3,50.0,35.294,0.0
15.8,141,Kayn,5,2,40.0,29.412,23.529
15.8,21,MissFortune,5,5,100.0,29.412,17.647
15.8,80,Pantheon,5,1,20.0,29.412,5.882
15.8,51,Caitlyn,4,1,25.0,23.529,11.765
15.8,36,DrMundo,4,2,50.0,23.529,0.0
15.8,800,Mel,4,2,50.0,23.529,41.176
15.8,526,Rell,4,2,50.0,23.529,0.0
15.8,901,Smolder,4,2,50.0,23.529,5.882
15.8,19,Warwick,4,2,50.0,23.529,17.647
15.8,245,Ekko,3,1,33.33,17.647,5.882
15.8,222,Jinx,3,0,0.0,17.647,17.647
15.8,117,Lulu,3,1,33.33,17.647,5.882
15.8,11,MasterYi,3,2,66.67,17.647,11.765
15.8,82,Mordekaiser,3,2,66.67,17.647,41.176
15.8,254,Vi,3,1,33.33,17.647,0.0
15.8,103,Ahri,2,0,0.0,11.765,0.0
15.8,63,Brand,2,1,50.0,11.765,5.882
15.8,122,Darius,2,2,100.0,11.765,5.882
15.8,3,Galio,2,2,100.0,11.765,5.882
15.8,86,Garen,2,1,50.0,11.765,17.647
15.8,202,Jhin,2,1,50.0,11.765,11.765
15.8,7,Leblanc,2,1,50.0,11.765,11.765
15.8,876,Lillia,2,1,50.0,11.765,0.0
15.8,236,Lucian,2,2,100.0,11.765,0.0
15.8,90,Malzahar,2,2,100.0,11.765,5.882
15.8,267,Nami,2,2,100.0,11.765,0.0
15.8,75,Nasus,2,0,0.0,11.765,11.765
15.8,56,Nocturne,2,2,100.0,11.765,17.647
15.8,497,Rakan,2,0,0.0,11.765,0.0
15.8,68,Rumble,2,2,100.0,11.765,5.882
15.8,360,Samira,2,0,0.0,11.765,0.0
15.8,110,Varus,2,1,50.0,11.765,0.0
15.8,112,Viktor,2,2,100.0,11.765,0.0
15.8,106,Volibear,2,0,0.0,11.765,5.882
15.8,777,Yone,2,1,50.0,11.765,23.529
15.8,266,Aatrox,1,0,0.0,5.882,11.765
15.8,84,Akali,1,1,100.0,5.882,11.765
15.8,166,Akshan,1,0,0.0,5.882,0.0
15.8,799,Ambessa,1,1,100.0,5.882,0.0
15.8,32,Amumu,1,1,100.0,5.882,17.647
15.8,523,Aphelios,1,1,100.0,5.882,0.0
15.8,22,Ashe,1,1,100.0,5.882,0.0
15.8,893,Aurora,1,0,0.0,5.882,0.0
15.8,200,Belveth,1,1,100.0,5.882,5.882
15.8,164,Camille,1,1,100.0,5.882,0.0
15.8,31,Chogath,1,1,100.0,5.882,0.0
15.8,131,Diana,1,0,0.0,5.882,0.0
15.8,119,Draven,1,1,100.0,5.882,11.765
15.8,28,Evelynn,1,1,100.0,5.882,0.0
15.8,81,Ezreal,1,0,0.0,5.882,0.0
15.8,9,FiddleSticks,1,0,0.0,5.882,0.0
15.8,114,Fiora,1,0,0.0,5.882,0.0
15.8,41,Gangplank,1,0,0.0,5.882,0.0
15.8,910,Hwei,1,0,0.0,5.882,0.0
15.8,420,Illaoi,1,0,0.0,5.882,17.647
15.8,59,JarvanIV,1,1,100.0,5.882,0.0
15.8,126,Jayce,1,0,0.0,5.882,0.0
15.8,145,Kaisa,1,0,0.0,5.882,5.882
15.8,30,Karthus,1,0,0.0,5.882,0.0
15.8,38,Kassadin,1,1,100.0,5.882,0.0
15.8,96,KogMaw,1,1,100.0,5.882,0.0
15.8,64,LeeSin,1,0,0.0,5.882,5.882
15.8,89,Leona,1,0,0.0,5.882,0.0
15.8,99,Lux,1,1,100.0,5.882,17.647
15.8,25,Morgana,1,0,0.0,5.882,5.882
15.8,950,Naafiri,1,0,0.0,5.882,47.059
15.8,518,Neeko,1,0,0.0,5.882,0.0
15.8,895,Nilah,1,0,0.0,5.882,0.0
15.8,235,Senna,1,0,0.0,5.882,0.0
15.8,147,Seraphine,1,1,100.0,5.882,5.882
15.8,875,Sett,1,0,0.0,5.882,5.882
15.8,35,Shaco,1,0,0.0,5.882,11.765
15.8,27,Singed,1,1,100.0,5.882,0.0
15.8,15,Sivir,1,1,100.0,5.882,0.0
15.8,50,Swain,1,0,0.0,5.882,5.882
15.8,134,Syndra,1,0,0.0,5.882,0.0
15.8,163,Taliyah,1,1,100.0,5.882,0.0
15.8,91,Talon,1,0,0.0,5.882,11.765
15.8,44,Taric,1,1,100.0,5.882,0.0
15.8,18,Tristana,1,1,100.0,5.882,11.765
15.8,48,Trundle,1,1,100.0,5.882,0.0
15.8,6,Urgot,1,0,0.0,5.882,0.0
15.8,45,Veigar,1,1,100.0,5.882,11.765
15.8,234,Viego,1,0,0.0,5.882,11.765
15.8,83,Yorick,1,1,100.0,5.882,23.529
15.8,142,Zoe,1,0,0.0,5.882,5.882
