cluster,n,mean_win_rate,mean_pick_rate,mean_ban_rate
2,23,100.0,6.481481481481482,9.25925925925926
4,15,100.0,5.625,0.0
0,26,46.51127906976745,19.651162790697676,14.127906976744185
1,24,33.333333333333336,13.627450980392156,0.0
3,19,0.0,5.5,11.5
