patch,K,SSE,silhouette
15.3,2,119.3512103455896,0.3131435622704859
15.3,3,77.0535170095553,0.47395072173148967
15.3,4,51.40453541199565,0.5248882295591462
15.3,5,31.879432488693883,0.6646189840134169
15.3,6,20.593927032781153,0.7236937059137766
15.3,7,12.31038853216852,0.7831612136224443
15.3,8,8.920403982002236,0.8054936245606604
15.3,9,6.006370125245064,0.8058433880612211
15.3,10,4.475524765327174,0.7971874287163422
