patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate
15.1,99,Lux,9,5,55.56,39.13,39.13
15.1,51,Caitlyn,6,3,50.0,26.087,34.783
15.1,31,Chogath,6,4,66.67,26.087,4.348
15.1,82,Mordekaiser,6,2,33.33,26.087,21.739
15.1,106,Volibear,6,3,50.0,26.087,0.0
15.1,32,Amumu,5,1,20.0,21.739,8.696
15.1,222,Jinx,5,4,80.0,21.739,17.391
15.1,25,Morgana,5,3,60.0,21.739,34.783
15.1,147,Seraphine,5,5,100.0,21.739,0.0
15.1,799,Ambessa,4,3,75.0,17.391,4.348
15.1,39,Irelia,4,1,25.0,17.391,17.391
15.1,202,Jhin,4,3,75.0,17.391,0.0
15.1,236,Lucian,4,0,0.0,17.391,0.0
15.1,21,MissFortune,4,2,50.0,17.391,43.478
15.1,19,Warwick,4,2,50.0,17.391,47.826
15.1,143,Zyra,4,3,75.0,17.391,4.348
15.1,131,Diana,3,1,33.33,13.043,8.696
15.1,81,Ezreal,3,1,33.33,13.043,4.348
15.1,126,Jayce,3,1,33.33,13.043,13.043
15.1,43,Karma,3,1,33.33,13.043,0.0
15.1,141,Kayn,3,2,66.67,13.043,8.696
15.1,950,Naafiri,3,2,66.67,13.043,4.348
15.1,267,Nami,3,2,66.67,13.043,8.696
15.1,56,Nocturne,3,3,100.0,13.043,8.696
15.1,50,Swain,3,1,33.33,13.043,0.0
15.1,134,Syndra,3,0,0.0,13.043,0.0
15.1,223,TahmKench,3,1,33.33,13.043,17.391
15.1,77,Udyr,3,2,66.67,13.043,8.696
15.1,777,Yone,3,2,66.67,13.043,4.348
15.1,154,Zac,3,3,100.0,13.043,0.0
15.1,84,Akali,2,1,50.0,8.696,13.043
15.1,268,Azir,2,2,100.0,8.696,0.0
15.1,200,Belveth,2,1,50.0,8.696,13.043
15.1,63,Brand,2,1,50.0,8.696,8.696
15.1,164,Camille,2,0,0.0,8.696,0.0
15.1,245,Ekko,2,0,0.0,8.696,4.348
15.1,60,Elise,2,1,50.0,8.696,4.348
15.1,114,Fiora,2,2,100.0,8.696,0.0
15.1,105,Fizz,2,1,50.0,8.696,4.348
15.1,3,Galio,2,2,100.0,8.696,4.348
15.1,59,JarvanIV,2,1,50.0,8.696,8.696
15.1,121,Khazix,2,1,50.0,8.696,0.0
15.1,203,Kindred,2,2,100.0,8.696,0.0
15.1,64,LeeSin,2,0,0.0,8.696,4.348
15.1,54,Malphite,2,0,0.0,8.696,8.696
15.1,902,Milio,2,1,50.0,8.696,0.0
15.1,111,Nautilus,2,2,100.0,8.696,4.348
15.1,895,Nilah,2,1,50.0,8.696,0.0
15.1,20,Nunu,2,1,50.0,8.696,0.0
15.1,555,Pyke,2,1,50.0,8.696,17.391
15.1,497,Rakan,2,0,0.0,8.696,0.0
15.1,875,Sett,2,2,100.0,8.696,0.0
15.1,27,Singed,2,0,0.0,8.696,0.0
15.1,14,Sion,2,0,0.0,8.696,0.0
15.1,18,Tristana,2,1,50.0,8.696,0.0
15.1,48,Trundle,2,1,50.0,8.696,4.348
15.1,45,Veigar,2,0,0.0,8.696,4.348
15.1,101,Xerath,2,1,50.0,8.696,0.0
15.1,350,Yuumi,2,0,0.0,8.696,0.0
15.1,238,Zed,2,1,50.0,8.696,0.0
15.1,266,Aatrox,1,0,0.0,4.348,4.348
15.1,12,Alistar,1,0,0.0,4.348,0.0
15.1,22,Ashe,1,1,100.0,4.348,8.696
15.1,136,AurelionSol,1,1,100.0,4.348,8.696
15.1,893,Aurora,1,1,100.0,4.348,8.696
15.1,233,Briar,1,0,0.0,4.348,8.696
15.1,69,Cassiopeia,1,1,100.0,4.348,4.348
15.1,42,Corki,1,1,100.0,4.348,4.348
15.1,119,Draven,1,1,100.0,4.348,4.348
15.1,28,Evelynn,1,0,0.0,4.348,0.0
15.1,86,Garen,1,1,100.0,4.348,8.696
15.1,79,Gragas,1,0,0.0,4.348,0.0
15.1,104,Graves,1,1,100.0,4.348,13.043
15.1,120,Hecarim,1,0,0.0,4.348,4.348
15.1,427,Ivern,1,1,100.0,4.348,0.0
15.1,40,Janna,1,0,0.0,4.348,4.348
15.1,24,Jax,1,1,100.0,4.348,0.0
15.1,145,Kaisa,1,0,0.0,4.348,4.348
15.1,57,Maokai,1,0,0.0,4.348,0.0
15.1,11,MasterYi,1,1,100.0,4.348,13.043
15.1,62,MonkeyKing,1,1,100.0,4.348,13.043
15.1,75,Nasus,1,0,0.0,4.348,8.696
15.1,518,Neeko,1,0,0.0,4.348,0.0
15.1,80,Pantheon,1,0,0.0,4.348,0.0
15.1,246,Qiyana,1,0,0.0,4.348,0.0
15.1,58,Renekton,1,1,100.0,4.348,0.0
15.1,113,Sejuani,1,1,100.0,4.348,0.0
15.1,235,Senna,1,1,100.0,4.348,4.348
15.1,35,Shaco,1,1,100.0,4.348,13.043
15.1,98,Shen,1,0,0.0,4.348,0.0
15.1,102,Shyvana,1,0,0.0,4.348,0.0
15.1,901,Smolder,1,1,100.0,4.348,4.348
15.1,517,Sylas,1,1,100.0,4.348,8.696
15.1,91,Talon,1,0,0.0,4.348,0.0
15.1,44,Taric,1,1,100.0,4.348,0.0
15.1,17,Teemo,1,0,0.0,4.348,43.478
15.1,412,Thresh,1,0,0.0,4.348,0.0
15.1,29,Twitch,1,1,100.0,4.348,4.348
15.1,110,Varus,1,0,0.0,4.348,4.348
15.1,67,Vayne,1,1,100.0,4.348,8.696
15.1,254,Vi,1,1,100.0,4.348,0.0
15.1,112,Viktor,1,0,0.0,4.348,26.087
15.1,498,Xayah,1,0,0.0,4.348,0.0
15.1,157,Yasuo,1,0,0.0,4.348,4.348
15.1,83,Yorick,1,0,0.0,4.348,21.739
15.1,221,Zeri,1,0,0.0,4.348,0.0
15.1,115,Ziggs,1,0,0.0,4.348,0.0
