patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate
15.13,202,Jhin,10,5,50.0,20.0,6.0
15.13,145,Kaisa,10,7,70.0,20.0,2.0
15.13,64,LeeSin,10,5,50.0,20.0,4.0
15.13,106,Volibear,10,4,40.0,20.0,2.0
15.13,84,Akali,8,7,87.5,16.0,10.0
15.13,22,Ashe,8,5,62.5,16.0,2.0
15.13,36,DrMundo,8,6,75.0,16.0,18.0
15.13,51,Caitlyn,7,5,71.43,14.0,22.0
15.13,89,Leona,7,3,42.86,14.0,6.0
15.13,90,Malzahar,7,4,57.14,14.0,14.0
15.13,360,Samira,7,3,42.86,14.0,4.0
15.13,37,Sona,7,7,100.0,14.0,2.0
15.13,157,Yasuo,7,4,57.14,14.0,26.0
15.13,103,Ahri,6,4,66.67,12.0,8.0
15.13,81,Ezreal,6,0,0.0,12.0,0.0
15.13,887,Gwen,6,2,33.33,12.0,8.0
15.13,222,Jinx,6,1,16.67,12.0,18.0
15.13,99,Lux,6,3,50.0,12.0,14.0
15.13,25,Morgana,6,1,16.67,12.0,6.0
15.13,267,Nami,6,3,50.0,12.0,2.0
15.13,80,Pantheon,6,4,66.67,12.0,12.0
15.13,67,Vayne,6,3,50.0,12.0,2.0
15.13,5,XinZhao,6,4,66.67,12.0,2.0
15.13,238,Zed,6,4,66.67,12.0,8.0
15.13,266,Aatrox,5,2,40.0,10.0,10.0
15.13,200,Belveth,5,4,80.0,10.0,6.0
15.13,245,Ekko,5,3,60.0,10.0,8.0
15.13,9,FiddleSticks,5,3,60.0,10.0,2.0
15.13,910,Hwei,5,4,80.0,10.0,4.0
15.13,54,Malphite,5,1,20.0,10.0,10.0
15.13,21,MissFortune,5,4,80.0,10.0,8.0
15.13,56,Nocturne,5,2,40.0,10.0,14.0
15.13,555,Pyke,5,3,60.0,10.0,32.0
15.13,235,Senna,5,0,0.0,10.0,4.0
15.13,134,Syndra,5,4,80.0,10.0,4.0
15.13,18,Tristana,5,3,60.0,10.0,12.0
15.13,234,Viego,5,2,40.0,10.0,10.0
15.13,112,Viktor,5,2,40.0,10.0,2.0
15.13,8,Vladimir,5,2,40.0,10.0,2.0
15.13,101,Xerath,5,3,60.0,10.0,4.0
15.13,777,Yone,5,2,40.0,10.0,4.0
15.13,799,Ambessa,4,2,50.0,8.0,8.0
15.13,53,Blitzcrank,4,1,25.0,8.0,6.0
15.13,119,Draven,4,1,25.0,8.0,20.0
15.13,114,Fiora,4,3,75.0,8.0,12.0
15.13,41,Gangplank,4,0,0.0,8.0,0.0
15.13,59,JarvanIV,4,2,50.0,8.0,4.0
15.13,43,Karma,4,1,25.0,8.0,0.0
15.13,141,Kayn,4,1,25.0,8.0,16.0
15.13,876,Lillia,4,4,100.0,8.0,0.0
