patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate
15.14,202,Jhin,7,5,71.43,36.842,0.0
15.14,21,MissFortune,5,3,60.0,26.316,15.789
15.14,134,Syndra,5,1,20.0,26.316,5.263
15.14,804,Yunara,5,1,20.0,26.316,21.053
15.14,9,FiddleSticks,4,2,50.0,21.053,5.263
15.14,82,Mordekaiser,4,2,50.0,21.053,15.789
15.14,157,Yasuo,4,3,75.0,21.053,15.789
15.14,83,Yorick,4,1,25.0,21.053,10.526
15.14,893,Aurora,3,2,66.67,15.789,15.789
15.14,51,Caitlyn,3,1,33.33,15.789,21.053
15.14,122,Darius,3,1,33.33,15.789,5.263
15.14,245,Ekko,3,2,66.67,15.789,0.0
15.14,910,Hwei,3,0,0.0,15.789,0.0
15.14,40,Janna,3,1,33.33,15.789,0.0
15.14,222,Jinx,3,0,0.0,15.789,5.263
15.14,145,Kaisa,3,2,66.67,15.789,0.0
15.14,127,Lissandra,3,2,66.67,15.789,0.0
15.14,111,Nautilus,3,1,33.33,15.789,15.789
15.14,516,Ornn,3,3,100.0,15.789,0.0
15.14,875,Sett,3,1,33.33,15.789,15.789
15.14,35,Shaco,3,2,66.67,15.789,26.316
15.14,98,Shen,3,1,33.33,15.789,5.263
15.14,14,Sion,3,3,100.0,15.789,5.263
15.14,901,Smolder,3,2,66.67,15.789,5.263
15.14,517,Sylas,3,1,33.33,15.789,0.0
15.14,17,Teemo,3,2,66.67,15.789,15.789
15.14,67,Vayne,3,2,66.67,15.789,5.263
15.14,266,Aatrox,2,1,50.0,10.526,5.263
15.14,103,Ahri,2,1,50.0,10.526,0.0
15.14,84,Akali,2,1,50.0,10.526,10.526
15.14,22,Ashe,2,2,100.0,10.526,21.053
15.14,36,DrMundo,2,2,100.0,10.526,10.526
15.14,105,Fizz,2,0,0.0,10.526,10.526
15.14,59,JarvanIV,2,1,50.0,10.526,5.263
15.14,24,Jax,2,1,50.0,10.526,5.263
15.14,121,Khazix,2,1,50.0,10.526,0.0
15.14,203,Kindred,2,1,50.0,10.526,0.0
15.14,117,Lulu,2,1,50.0,10.526,5.263
15.14,99,Lux,2,1,50.0,10.526,26.316
15.14,54,Malphite,2,0,0.0,10.526,5.263
15.14,90,Malzahar,2,2,100.0,10.526,36.842
15.14,11,MasterYi,2,1,50.0,10.526,21.053
15.14,267,Nami,2,1,50.0,10.526,0.0
15.14,56,Nocturne,2,2,100.0,10.526,10.526
15.14,80,Pantheon,2,2,100.0,10.526,26.316
15.14,555,Pyke,2,0,0.0,10.526,10.526
15.14,147,Seraphine,2,2,100.0,10.526,5.263
15.14,16,Soraka,2,1,50.0,10.526,0.0
15.14,77,Udyr,2,0,0.0,10.526,0.0
15.14,6,Urgot,2,1,50.0,10.526,0.0
15.14,45,Veigar,2,0,0.0,10.526,0.0
15.14,19,Warwick,2,1,50.0,10.526,26.316
15.14,777,Yone,2,2,100.0,10.526,15.789
15.14,142,Zoe,2,2,100.0,10.526,5.263
15.14,136,AurelionSol,1,1,100.0,5.263,0.0
15.14,63,Brand,1,1,100.0,5.263,0.0
15.14,42,Corki,1,0,0.0,5.263,0.0
15.14,81,Ezreal,1,1,100.0,5.263,0.0
15.14,3,Galio,1,0,0.0,5.263,5.263
15.14,41,Gangplank,1,0,0.0,5.263,5.263
15.14,150,Gnar,1,0,0.0,5.263,0.0
15.14,104,Graves,1,1,100.0,5.263,0.0
15.14,39,Irelia,1,0,0.0,5.263,5.263
15.14,43,Karma,1,1,100.0,5.263,0.0
15.14,30,Karthus,1,1,100.0,5.263,0.0
15.14,55,Katarina,1,0,0.0,5.263,0.0
15.14,141,Kayn,1,1,100.0,5.263,0.0
15.14,64,LeeSin,1,1,100.0,5.263,0.0
15.14,89,Leona,1,0,0.0,5.263,21.053
15.14,876,Lillia,1,1,100.0,5.263,0.0
15.14,57,Maokai,1,1,100.0,5.263,0.0
15.14,800,Mel,1,0,0.0,5.263,47.368
15.14,25,Morgana,1,1,100.0,5.263,15.789
15.14,950,Naafiri,1,0,0.0,5.263,10.526
15.14,518,Neeko,1,0,0.0,5.263,0.0
15.14,20,Nunu,1,0,0.0,5.263,0.0
15.14,2,Olaf,1,0,0.0,5.263,0.0
15.14,78,Poppy,1,0,0.0,5.263,0.0
15.14,133,Quinn,1,1,100.0,5.263,0.0
15.14,497,Rakan,1,0,0.0,5.263,0.0
15.14,526,Rell,1,1,100.0,5.263,0.0
15.14,888,Renata,1,0,0.0,5.263,0.0
15.14,92,Riven,1,0,0.0,5.263,0.0
15.14,235,Senna,1,1,100.0,5.263,0.0
15.14,27,Singed,1,0,0.0,5.263,0.0
15.14,37,Sona,1,0,0.0,5.263,0.0
15.14,50,Swain,1,1,100.0,5.263,10.526
15.14,91,Talon,1,0,0.0,5.263,0.0
15.14,412,Thresh,1,0,0.0,5.263,0.0
15.14,18,Tristana,1,1,100.0,5.263,10.526
15.14,161,Velkoz,1,1,100.0,5.263,0.0
15.14,254,Vi,1,0,0.0,5.263,0.0
15.14,234,Viego,1,1,100.0,5.263,21.053
15.14,106,Volibear,1,0,0.0,5.263,10.526
15.14,498,Xayah,1,0,0.0,5.263,0.0
