patch,championId,championName,games,wins,win_rate,pick_rate
15.14,804,Yunara,10,4,40.0,22.727
15.14,3,Galio,9,5,55.56,20.455
15.14,202,Jhin,9,6,66.67,20.455
15.14,80,Pantheon,9,4,44.44,20.455
15.14,131,Diana,8,6,75.0,18.182
15.14,51,Caitlyn,7,2,28.57,15.909
15.14,887,Gwen,7,1,14.29,15.909
15.14,236,Lucian,7,2,28.57,15.909
15.14,111,Nautilus,7,4,57.14,15.909
15.14,777,Yone,7,4,57.14,15.909
15.14,201,Braum,6,4,66.67,13.636
15.14,59,JarvanIV,6,3,50.0,13.636
15.14,222,Jinx,6,1,16.67,13.636
15.14,54,Malphite,6,2,33.33,13.636
15.14,21,MissFortune,6,3,50.0,13.636
15.14,61,Orianna,6,3,50.0,13.636
15.14,15,Sivir,6,4,66.67,13.636
15.14,517,Sylas,6,2,33.33,13.636
15.14,157,Yasuo,6,1,16.67,13.636
15.14,910,Hwei,5,2,40.0,11.364
15.14,10,Kayle,5,2,40.0,11.364
15.14,800,Mel,5,2,40.0,11.364
15.14,82,Mordekaiser,5,3,60.0,11.364
15.14,13,Ryze,5,2,40.0,11.364
15.14,50,Swain,5,1,20.0,11.364
15.14,18,Tristana,5,3,60.0,11.364
15.14,48,Trundle,5,3,60.0,11.364
15.14,19,Warwick,5,4,80.0,11.364
15.14,142,Zoe,5,3,60.0,11.364
15.14,36,DrMundo,4,2,50.0,9.091
15.14,60,Elise,4,2,50.0,9.091
15.14,81,Ezreal,4,3,75.0,9.091
15.14,114,Fiora,4,2,50.0,9.091
15.14,41,Gangplank,4,1,25.0,9.091
15.14,145,Kaisa,4,1,25.0,9.091
15.14,141,Kayn,4,2,50.0,9.091
15.14,64,LeeSin,4,2,50.0,9.091
15.14,89,Leona,4,2,50.0,9.091
15.14,117,Lulu,4,1,25.0,9.091
15.14,902,Milio,4,3,75.0,9.091
15.14,25,Morgana,4,3,75.0,9.091
15.14,35,Shaco,4,2,50.0,9.091
15.14,901,Smolder,4,2,50.0,9.091
15.14,16,Soraka,4,4,100.0,9.091
15.14,91,Talon,4,3,75.0,9.091
15.14,17,Teemo,4,2,50.0,9.091
15.14,412,Thresh,4,2,50.0,9.091
15.14,29,Twitch,4,2,50.0,9.091
15.14,234,Viego,4,1,25.0,9.091
15.14,101,Xerath,4,1,25.0,9.091
15.14,143,Zyra,4,2,50.0,9.091
15.14,266,Aatrox,3,3,100.0,6.818
15.14,103,Ahri,3,2,66.67,6.818
15.14,166,Akshan,3,2,66.67,6.818
15.14,523,Aphelios,3,1,33.33,6.818
15.14,233,Briar,3,2,66.67,6.818
15.14,245,Ekko,3,2,66.67,6.818
15.14,28,Evelynn,3,2,66.67,6.818
15.14,104,Graves,3,0,0.0,6.818
15.14,120,Hecarim,3,0,0.0,6.818
15.14,24,Jax,3,1,33.33,6.818
15.14,43,Karma,3,3,100.0,6.818
15.14,30,Karthus,3,0,0.0,6.818
15.14,99,Lux,3,0,0.0,6.818
15.14,90,Malzahar,3,0,0.0,6.818
15.14,133,Quinn,3,3,100.0,6.818
15.14,235,Senna,3,2,66.67,6.818
15.14,147,Seraphine,3,1,33.33,6.818
15.14,875,Sett,3,2,66.67,6.818
15.14,14,Sion,3,2,66.67,6.818
15.14,134,Syndra,3,2,66.67,6.818
15.14,161,Velkoz,3,2,66.67,6.818
15.14,711,Vex,3,3,100.0,6.818
15.14,106,Volibear,3,2,66.67,6.818
15.14,83,Yorick,3,0,0.0,6.818
15.14,238,Zed,3,2,66.67,6.818
15.14,84,Akali,2,1,50.0,4.545
15.14,12,Alistar,2,1,50.0,4.545
15.14,799,Ambessa,2,1,50.0,4.545
15.14,32,Amumu,2,1,50.0,4.545
15.14,1,Annie,2,1,50.0,4.545
15.14,432,Bard,2,1,50.0,4.545
15.14,63,Brand,2,2,100.0,4.545
15.14,122,Darius,2,1,50.0,4.545
15.14,119,Draven,2,1,50.0,4.545
15.14,105,Fizz,2,2,100.0,4.545
15.14,86,Garen,2,1,50.0,4.545
15.14,55,Katarina,2,1,50.0,4.545
15.14,240,Kled,2,1,50.0,4.545
15.14,96,KogMaw,2,1,50.0,4.545
15.14,950,Naafiri,2,0,0.0,4.545
15.14,2,Olaf,2,1,50.0,4.545
15.14,555,Pyke,2,1,50.0,4.545
15.14,526,Rell,2,1,50.0,4.545
15.14,58,Renekton,2,1,50.0,4.545
15.14,107,Rengar,2,1,50.0,4.545
15.14,98,Shen,2,1,50.0,4.545
15.14,223,TahmKench,2,2,100.0,4.545
15.14,23,Tryndamere,2,1,50.0,4.545
15.14,110,Varus,2,2,100.0,4.545
15.14,45,Veigar,2,1,50.0,4.545
15.14,112,Viktor,2,1,50.0,4.545
15.14,498,Xayah,2,2,100.0,4.545
15.14,221,Zeri,2,0,0.0,4.545
15.14,22,Ashe,1,1,100.0,2.273
15.14,200,Belveth,1,1,100.0,2.273
15.14,164,Camille,1,1,100.0,2.273
15.14,31,Chogath,1,0,0.0,2.273
15.14,9,FiddleSticks,1,1,100.0,2.273
15.14,79,Gragas,1,0,0.0,2.273
15.14,74,Heimerdinger,1,0,0.0,2.273
15.14,420,Illaoi,1,1,100.0,2.273
15.14,39,Irelia,1,1,100.0,2.273
15.14,427,Ivern,1,1,100.0,2.273
15.14,40,Janna,1,0,0.0,2.273
15.14,85,Kennen,1,0,0.0,2.273
15.14,121,Khazix,1,0,0.0,2.273
15.14,203,Kindred,1,1,100.0,2.273
15.14,11,MasterYi,1,1,100.0,2.273
15.14,267,Nami,1,1,100.0,2.273
15.14,75,Nasus,1,1,100.0,2.273
15.14,518,Neeko,1,1,100.0,2.273
15.14,895,Nilah,1,0,0.0,2.273
15.14,56,Nocturne,1,1,100.0,2.273
15.14,20,Nunu,1,0,0.0,2.273
15.14,78,Poppy,1,0,0.0,2.273
15.14,497,Rakan,1,0,0.0,2.273
15.14,33,Rammus,1,1,100.0,2.273
15.14,92,Riven,1,1,100.0,2.273
15.14,360,Samira,1,0,0.0,2.273
15.14,113,Sejuani,1,0,0.0,2.273
15.14,102,Shyvana,1,0,0.0,2.273
15.14,4,TwistedFate,1,0,0.0,2.273
15.14,77,Udyr,1,0,0.0,2.273
15.14,6,Urgot,1,1,100.0,2.273
15.14,67,Vayne,1,1,100.0,2.273
15.14,254,Vi,1,0,0.0,2.273
15.14,8,Vladimir,1,0,0.0,2.273
15.14,5,XinZhao,1,1,100.0,2.273
15.14,154,Zac,1,0,0.0,2.273
15.14,115,Ziggs,1,1,100.0,2.273
