patch,K,SSE,silhouette
15.9,2,334.42692966549276,0.35623710310390666
15.9,3,238.11559590435445,0.41887176991406766
15.9,4,168.84321240670948,0.45018536439138934
15.9,5,128.81308484444816,0.5360369029042373
15.9,6,91.7417027408193,0.5966269052437828
15.9,7,68.6199351371085,0.598308966918149
15.9,8,55.529723525025545,0.6218872665539855
15.9,9,42.40284616961929,0.6648832603793894
15.9,10,32.36381570947409,0.7116865807496623
