patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate
15.5,41,Gangplank,3,0,0.0,50.0,0.0
15.5,131,Diana,2,1,50.0,33.333,0.0
15.5,222,Jinx,2,2,100.0,33.333,16.667
15.5,54,Malphite,2,0,0.0,33.333,0.0
15.5,20,Nunu,2,2,100.0,33.333,0.0
15.5,50,Swain,2,1,50.0,33.333,0.0
15.5,157,Yasuo,2,1,50.0,33.333,33.333
15.5,266,Aatrox,1,1,100.0,16.667,0.0
15.5,166,Akshan,1,0,0.0,16.667,0.0
15.5,1,Annie,1,0,0.0,16.667,0.0
15.5,53,Blitzcrank,1,1,100.0,16.667,0.0
15.5,233,Briar,1,0,0.0,16.667,0.0
15.5,51,Caitlyn,1,1,100.0,16.667,50.0
15.5,31,Chogath,1,1,100.0,16.667,0.0
15.5,42,Corki,1,1,100.0,16.667,0.0
15.5,245,Ekko,1,1,100.0,16.667,0.0
15.5,60,Elise,1,1,100.0,16.667,0.0
15.5,3,Galio,1,0,0.0,16.667,0.0
15.5,150,Gnar,1,1,100.0,16.667,0.0
15.5,104,Graves,1,0,0.0,16.667,0.0
15.5,420,Illaoi,1,1,100.0,16.667,16.667
15.5,39,Irelia,1,1,100.0,16.667,0.0
15.5,202,Jhin,1,0,0.0,16.667,0.0
15.5,145,Kaisa,1,0,0.0,16.667,0.0
15.5,55,Katarina,1,0,0.0,16.667,0.0
15.5,10,Kayle,1,1,100.0,16.667,0.0
15.5,141,Kayn,1,0,0.0,16.667,33.333
15.5,203,Kindred,1,0,0.0,16.667,0.0
15.5,876,Lillia,1,1,100.0,16.667,0.0
15.5,117,Lulu,1,1,100.0,16.667,16.667
15.5,57,Maokai,1,1,100.0,16.667,0.0
15.5,902,Milio,1,0,0.0,16.667,0.0
15.5,21,MissFortune,1,0,0.0,16.667,0.0
15.5,82,Mordekaiser,1,1,100.0,16.667,16.667
15.5,25,Morgana,1,0,0.0,16.667,33.333
15.5,111,Nautilus,1,1,100.0,16.667,16.667
15.5,518,Neeko,1,0,0.0,16.667,0.0
15.5,895,Nilah,1,0,0.0,16.667,0.0
15.5,80,Pantheon,1,0,0.0,16.667,0.0
15.5,526,Rell,1,0,0.0,16.667,16.667
15.5,113,Sejuani,1,0,0.0,16.667,0.0
15.5,37,Sona,1,1,100.0,16.667,0.0
15.5,134,Syndra,1,1,100.0,16.667,0.0
15.5,91,Talon,1,1,100.0,16.667,0.0
15.5,44,Taric,1,1,100.0,16.667,0.0
15.5,17,Teemo,1,1,100.0,16.667,0.0
15.5,412,Thresh,1,0,0.0,16.667,0.0
15.5,18,Tristana,1,1,100.0,16.667,0.0
15.5,234,Viego,1,0,0.0,16.667,0.0
15.5,350,Yuumi,1,0,0.0,16.667,16.667
15.5,238,Zed,1,1,100.0,16.667,33.333
15.5,221,Zeri,1,0,0.0,16.667,0.0
