cluster,n,mean_win_rate,mean_pick_rate,mean_ban_rate
2,16,100.0,8.75,22.8125
3,18,100.0,7.5,0.0
1,17,46.80787234042554,18.48404255319149,15.957446808510639
0,22,32.72727272727273,17.84090909090909,0.0
4,18,0.0,6.25,2.7777777777777777
