patch,K,SSE,silhouette
15.5,2,235.57779746143245,0.3606544510250761
15.5,3,159.31001164866,0.4355879008511805
15.5,4,109.64971372383687,0.5011881038450806
15.5,5,75.31880649082805,0.5941569488475013
15.5,6,55.39804999977024,0.6217994128170955
15.5,7,41.64003487281736,0.668545448483406
15.5,8,31.862575891202003,0.7142005685100331
15.5,9,24.464038578612595,0.7302389394916077
15.5,10,17.73249109640311,0.7577658480885289
