patch,K,SSE,silhouette
15.1,2,315.0144909327991,0.3283465264518565
15.1,3,216.64177866212765,0.4358116679206936
15.1,4,158.58087748406257,0.4323593803420717
15.1,5,125.67967903683362,0.47129817230044335
15.1,6,93.89481933564205,0.49799221105971264
15.1,7,69.92716724275861,0.5776591145305678
15.1,8,59.96958366090864,0.5778629179164725
15.1,9,49.604103601258075,0.6065397784334106
15.1,10,39.71453798068774,0.6380792135010374
