patch,K,SSE,silhouette
15.16,2,472.85146513805296,0.4448412312418145
15.16,3,340.5441656883302,0.49183299295198807
15.16,4,235.2361605591339,0.5460217198187116
15.16,5,180.8185828253125,0.40276132367803025
15.16,6,147.60307138978635,0.4356137774888104
15.16,7,125.53566562709085,0.46361435499970294
15.16,8,109.04715904907633,0.39790141302983767
15.16,9,92.94342232025636,0.41156482633255276
15.16,10,78.15166077852284,0.4540969987688662
