patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate
15.3,32,Amumu,4,3,75.0,40.0,0.0
15.3,80,Pantheon,4,1,25.0,40.0,10.0
15.3,131,Diana,3,0,0.0,30.0,40.0
15.3,910,Hwei,3,2,66.67,30.0,0.0
15.3,18,Tristana,3,3,100.0,30.0,0.0
15.3,103,Ahri,2,1,50.0,20.0,0.0
15.3,166,Akshan,2,2,100.0,20.0,10.0
15.3,22,Ashe,2,1,50.0,20.0,0.0
15.3,51,Caitlyn,2,1,50.0,20.0,30.0
15.3,81,Ezreal,2,0,0.0,20.0,10.0
15.3,222,Jinx,2,1,50.0,20.0,10.0
15.3,64,LeeSin,2,2,100.0,20.0,0.0
15.3,82,Mordekaiser,2,2,100.0,20.0,0.0
15.3,267,Nami,2,0,0.0,20.0,10.0
15.3,20,Nunu,2,2,100.0,20.0,0.0
15.3,2,Olaf,2,2,100.0,20.0,0.0
15.3,78,Poppy,2,2,100.0,20.0,10.0
15.3,15,Sivir,2,1,50.0,20.0,0.0
15.3,517,Sylas,2,2,100.0,20.0,20.0
15.3,45,Veigar,2,2,100.0,20.0,0.0
15.3,83,Yorick,2,1,50.0,20.0,0.0
15.3,266,Aatrox,1,0,0.0,10.0,0.0
15.3,84,Akali,1,0,0.0,10.0,10.0
15.3,432,Bard,1,0,0.0,10.0,0.0
15.3,200,Belveth,1,0,0.0,10.0,0.0
15.3,53,Blitzcrank,1,0,0.0,10.0,0.0
15.3,63,Brand,1,1,100.0,10.0,0.0
15.3,201,Braum,1,0,0.0,10.0,10.0
15.3,31,Chogath,1,0,0.0,10.0,0.0
15.3,42,Corki,1,1,100.0,10.0,0.0
15.3,122,Darius,1,1,100.0,10.0,20.0
15.3,86,Garen,1,0,0.0,10.0,30.0
15.3,120,Hecarim,1,0,0.0,10.0,0.0
15.3,74,Heimerdinger,1,0,0.0,10.0,20.0
15.3,420,Illaoi,1,0,0.0,10.0,20.0
15.3,24,Jax,1,0,0.0,10.0,20.0
15.3,202,Jhin,1,1,100.0,10.0,0.0
15.3,897,KSante,1,1,100.0,10.0,0.0
15.3,145,Kaisa,1,0,0.0,10.0,0.0
15.3,55,Katarina,1,0,0.0,10.0,0.0
15.3,10,Kayle,1,1,100.0,10.0,0.0
15.3,141,Kayn,1,0,0.0,10.0,0.0
15.3,96,KogMaw,1,0,0.0,10.0,0.0
15.3,89,Leona,1,0,0.0,10.0,0.0
15.3,236,Lucian,1,0,0.0,10.0,0.0
15.3,117,Lulu,1,1,100.0,10.0,40.0
15.3,99,Lux,1,1,100.0,10.0,10.0
15.3,54,Malphite,1,1,100.0,10.0,0.0
15.3,90,Malzahar,1,0,0.0,10.0,20.0
15.3,11,MasterYi,1,0,0.0,10.0,50.0
15.3,800,Mel,1,0,0.0,10.0,120.0
15.3,21,MissFortune,1,0,0.0,10.0,0.0
15.3,75,Nasus,1,0,0.0,10.0,20.0
15.3,518,Neeko,1,1,100.0,10.0,0.0
15.3,68,Rumble,1,0,0.0,10.0,0.0
15.3,235,Senna,1,1,100.0,10.0,0.0
15.3,147,Seraphine,1,1,100.0,10.0,0.0
15.3,35,Shaco,1,0,0.0,10.0,10.0
15.3,98,Shen,1,1,100.0,10.0,0.0
15.3,72,Skarner,1,0,0.0,10.0,0.0
15.3,50,Swain,1,0,0.0,10.0,0.0
15.3,91,Talon,1,1,100.0,10.0,0.0
15.3,4,TwistedFate,1,0,0.0,10.0,0.0
15.3,110,Varus,1,0,0.0,10.0,10.0
15.3,711,Vex,1,0,0.0,10.0,0.0
15.3,112,Viktor,1,0,0.0,10.0,0.0
15.3,19,Warwick,1,1,100.0,10.0,20.0
15.3,498,Xayah,1,0,0.0,10.0,0.0
15.3,101,Xerath,1,1,100.0,10.0,0.0
15.3,157,Yasuo,1,1,100.0,10.0,0.0
15.3,142,Zoe,1,1,100.0,10.0,0.0
15.3,143,Zyra,1,1,100.0,10.0,10.0
