patch,K,SSE,silhouette
15.18,2,497.522357989743,0.42555689598435015
15.18,3,362.8964966945611,0.5015493292827556
15.18,4,261.6040530869459,0.36787507342990683
15.18,5,203.20408289149375,0.40309159934951194
15.18,6,166.89753368013976,0.4324270066256885
15.18,7,134.75077222278233,0.4658815996328629
15.18,8,115.91095740565993,0.42747416104962593
15.18,9,102.67126921929258,0.41815640486009326
15.18,10,90.58647617507776,0.4129771184021282
