patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate,cluster,tier
15.7,799,Ambessa,1,1,100.0,5.556,16.667,3,S
15.7,22,Ashe,1,0,0.0,5.556,16.667,4,D
15.7,69,Cassiopeia,1,0,0.0,5.556,5.556,4,D
15.7,31,Chogath,1,1,100.0,5.556,0.0,3,S
15.7,122,Darius,1,1,100.0,5.556,27.778,3,S
15.7,81,Ezreal,1,0,0.0,5.556,11.111,4,D
15.7,114,Fiora,1,1,100.0,5.556,5.556,3,S
15.7,41,Gangplank,1,0,0.0,5.556,5.556,4,D
15.7,887,Gwen,1,0,0.0,5.556,27.778,4,D
15.7,40,Janna,1,1,100.0,5.556,0.0,3,S
15.7,24,Jax,1,0,0.0,5.556,0.0,1,C
15.7,126,Jayce,1,1,100.0,5.556,0.0,3,S
15.7,43,Karma,1,1,100.0,5.556,5.556,3,S
15.7,10,Kayle,1,0,0.0,5.556,0.0,1,C
15.7,203,Kindred,1,0,0.0,5.556,11.111,4,D
15.7,7,Leblanc,1,0,0.0,5.556,0.0,1,C
15.7,64,LeeSin,1,0,0.0,5.556,5.556,4,D
15.7,89,Leona,1,0,0.0,5.556,5.556,4,D
15.7,236,Lucian,1,0,0.0,5.556,5.556,4,D
15.7,117,Lulu,1,0,0.0,5.556,5.556,4,D
15.7,800,Mel,1,1,100.0,5.556,22.222,3,S
15.7,902,Milio,1,1,100.0,5.556,0.0,3,S
15.7,950,Naafiri,1,0,0.0,5.556,94.444,4,D
15.7,267,Nami,1,0,0.0,5.556,0.0,1,C
15.7,75,Nasus,1,0,0.0,5.556,0.0,1,C
15.7,518,Neeko,1,1,100.0,5.556,0.0,3,S
15.7,76,Nidalee,1,0,0.0,5.556,0.0,1,C
15.7,516,Ornn,1,1,100.0,5.556,0.0,3,S
15.7,246,Qiyana,1,0,0.0,5.556,0.0,1,C
15.7,497,Rakan,1,0,0.0,5.556,0.0,1,C
15.7,526,Rell,1,0,0.0,5.556,0.0,1,C
15.7,147,Seraphine,1,0,0.0,5.556,11.111,4,D
15.7,14,Sion,1,1,100.0,5.556,0.0,3,S
15.7,901,Smolder,1,0,0.0,5.556,5.556,4,D
15.7,517,Sylas,1,0,0.0,5.556,5.556,4,D
15.7,110,Varus,1,1,100.0,5.556,0.0,3,S
15.7,711,Vex,1,1,100.0,5.556,5.556,3,S
15.7,19,Warwick,1,1,100.0,5.556,5.556,3,S
15.7,777,Yone,1,1,100.0,5.556,0.0,3,S
15.7,83,Yorick,1,0,0.0,5.556,38.889,4,D
15.7,350,Yuumi,1,0,0.0,5.556,5.556,4,D
15.7,221,Zeri,1,0,0.0,5.556,0.0,1,C
15.7,143,Zyra,1,0,0.0,5.556,22.222,4,D
