patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate,cluster,tier
15.7,223,TahmKench,6,3,50.0,33.333,5.556,0,A
15.7,876,Lillia,5,2,40.0,27.778,0.0,2,B
15.7,21,MissFortune,5,4,80.0,27.778,22.222,0,A
15.7,235,Senna,5,4,80.0,27.778,0.0,2,B
15.7,103,Ahri,4,3,75.0,22.222,11.111,0,A
15.7,51,Caitlyn,4,3,75.0,22.222,27.778,0,A
15.7,145,Kaisa,4,2,50.0,22.222,0.0,2,B
15.7,555,Pyke,4,2,50.0,22.222,11.111,0,A
15.7,523,Aphelios,3,1,33.33,16.667,0.0,2,B
15.7,131,Diana,3,2,66.67,16.667,16.667,0,A
15.7,86,Garen,3,1,33.33,16.667,11.111,0,A
15.7,202,Jhin,3,0,0.0,16.667,5.556,0,A
15.7,222,Jinx,3,2,66.67,16.667,5.556,0,A
15.7,54,Malphite,3,2,66.67,16.667,22.222,0,A
15.7,2,Olaf,3,0,0.0,16.667,0.0,2,B
15.7,92,Riven,3,0,0.0,16.667,0.0,2,B
15.7,68,Rumble,3,2,66.67,16.667,0.0,2,B
15.7,50,Swain,3,3,100.0,16.667,11.111,0,A
15.7,254,Vi,3,1,33.33,16.667,0.0,2,B
15.7,234,Viego,3,2,66.67,16.667,5.556,0,A
15.7,112,Viktor,3,2,66.67,16.667,5.556,0,A
15.7,266,Aatrox,2,1,50.0,11.111,11.111,0,A
15.7,34,Anivia,2,0,0.0,11.111,16.667,4,D
15.7,432,Bard,2,0,0.0,11.111,0.0,1,C
15.7,119,Draven,2,1,50.0,11.111,22.222,0,A
15.7,9,FiddleSticks,2,1,50.0,11.111,0.0,2,B
15.7,74,Heimerdinger,2,1,50.0,11.111,0.0,2,B
15.7,427,Ivern,2,2,100.0,11.111,0.0,3,S
15.7,141,Kayn,2,1,50.0,11.111,11.111,0,A
15.7,99,Lux,2,2,100.0,11.111,11.111,0,A
15.7,57,Maokai,2,1,50.0,11.111,0.0,2,B
15.7,111,Nautilus,2,1,50.0,11.111,11.111,0,A
15.7,895,Nilah,2,1,50.0,11.111,0.0,2,B
15.7,56,Nocturne,2,1,50.0,11.111,11.111,0,A
15.7,20,Nunu,2,1,50.0,11.111,5.556,0,A
15.7,61,Orianna,2,1,50.0,11.111,0.0,2,B
15.7,78,Poppy,2,2,100.0,11.111,0.0,3,S
15.7,875,Sett,2,1,50.0,11.111,0.0,2,B
15.7,98,Shen,2,1,50.0,11.111,0.0,2,B
15.7,91,Talon,2,0,0.0,11.111,0.0,1,C
15.7,17,Teemo,2,0,0.0,11.111,5.556,4,D
15.7,412,Thresh,2,1,50.0,11.111,5.556,0,A
15.7,18,Tristana,2,1,50.0,11.111,11.111,0,A
15.7,4,TwistedFate,2,1,50.0,11.111,0.0,2,B
15.7,77,Udyr,2,2,100.0,11.111,0.0,3,S
15.7,6,Urgot,2,2,100.0,11.111,0.0,3,S
15.7,8,Vladimir,2,1,50.0,11.111,0.0,2,B
15.7,106,Volibear,2,2,100.0,11.111,11.111,0,A
15.7,157,Yasuo,2,1,50.0,11.111,16.667,0,A
15.7,154,Zac,2,0,0.0,11.111,0.0,1,C
15.7,142,Zoe,2,2,100.0,11.111,0.0,3,S
15.7,84,Akali,1,1,100.0,5.556,5.556,3,S
