patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate,cluster,tier
15.6,17,Teemo,5,3,60.0,10.204,20.408,0,B
15.6,23,Tryndamere,5,3,60.0,10.204,8.163,0,B
15.6,77,Udyr,5,2,40.0,10.204,4.082,0,B
15.6,161,Velkoz,5,4,80.0,10.204,2.041,0,B
15.6,22,Ashe,4,1,25.0,8.163,4.082,2,C
15.6,81,Ezreal,4,4,100.0,8.163,0.0,1,A
15.6,24,Jax,4,3,75.0,8.163,14.286,2,C
15.6,54,Malphite,4,2,50.0,8.163,0.0,1,A
15.6,800,Mel,4,1,25.0,8.163,57.143,2,C
15.6,555,Pyke,4,2,50.0,8.163,18.367,2,C
15.6,526,Rell,4,1,25.0,8.163,0.0,1,A
15.6,901,Smolder,4,3,75.0,8.163,2.041,2,C
15.6,16,Soraka,4,2,50.0,8.163,0.0,1,A
15.6,412,Thresh,4,1,25.0,8.163,0.0,1,A
15.6,711,Vex,4,2,50.0,8.163,4.082,2,C
15.6,112,Viktor,4,2,50.0,8.163,2.041,2,C
15.6,238,Zed,4,2,50.0,8.163,20.408,2,C
15.6,84,Akali,3,1,33.33,6.122,2.041,2,C
15.6,1,Annie,3,2,66.67,6.122,0.0,1,A
15.6,119,Draven,3,0,0.0,6.122,26.531,2,C
15.6,245,Ekko,3,2,66.67,6.122,2.041,2,C
15.6,9,FiddleSticks,3,1,33.33,6.122,6.122,2,C
15.6,3,Galio,3,2,66.67,6.122,4.082,2,C
15.6,74,Heimerdinger,3,2,66.67,6.122,4.082,2,C
15.6,39,Irelia,3,2,66.67,6.122,2.041,2,C
15.6,126,Jayce,3,1,33.33,6.122,2.041,2,C
15.6,43,Karma,3,1,33.33,6.122,12.245,2,C
15.6,30,Karthus,3,1,33.33,6.122,0.0,1,A
15.6,876,Lillia,3,0,0.0,6.122,12.245,2,C
15.6,518,Neeko,3,1,33.33,6.122,0.0,1,A
15.6,895,Nilah,3,2,66.67,6.122,2.041,2,C
15.6,875,Sett,3,1,33.33,6.122,4.082,2,C
15.6,50,Swain,3,1,33.33,6.122,4.082,2,C
15.6,8,Vladimir,3,2,66.67,6.122,2.041,2,C
15.6,19,Warwick,3,1,33.33,6.122,16.327,2,C
15.6,266,Aatrox,2,1,50.0,4.082,10.204,2,C
15.6,166,Akshan,2,2,100.0,4.082,0.0,1,A
15.6,799,Ambessa,2,1,50.0,4.082,10.204,2,C
15.6,136,AurelionSol,2,1,50.0,4.082,0.0,1,A
15.6,233,Briar,2,1,50.0,4.082,6.122,2,C
15.6,131,Diana,2,0,0.0,4.082,8.163,3,D
15.6,36,DrMundo,2,0,0.0,4.082,2.041,3,D
15.6,60,Elise,2,1,50.0,4.082,0.0,1,A
15.6,114,Fiora,2,2,100.0,4.082,0.0,1,A
15.6,105,Fizz,2,2,100.0,4.082,12.245,4,S
15.6,41,Gangplank,2,0,0.0,4.082,4.082,3,D
15.6,79,Gragas,2,1,50.0,4.082,2.041,2,C
15.6,910,Hwei,2,1,50.0,4.082,4.082,2,C
15.6,420,Illaoi,2,2,100.0,4.082,20.408,4,S
15.6,40,Janna,2,1,50.0,4.082,2.041,2,C
15.6,897,KSante,2,2,100.0,4.082,2.041,4,S
15.6,429,Kalista,2,2,100.0,4.082,0.0,1,A
15.6,55,Katarina,2,1,50.0,4.082,4.082,2,C
15.6,203,Kindred,2,0,0.0,4.082,2.041,3,D
15.6,96,KogMaw,2,2,100.0,4.082,0.0,1,A
15.6,62,MonkeyKing,2,2,100.0,4.082,2.041,4,S
15.6,25,Morgana,2,2,100.0,4.082,26.531,4,S
15.6,75,Nasus,2,1,50.0,4.082,4.082,2,C
15.6,111,Nautilus,2,1,50.0,4.082,10.204,2,C
15.6,20,Nunu,2,2,100.0,4.082,0.0,1,A
15.6,78,Poppy,2,2,100.0,4.082,2.041,4,S
15.6,133,Quinn,2,1,50.0,4.082,2.041,2,C
15.6,360,Samira,2,0,0.0,4.082,4.082,3,D
15.6,113,Sejuani,2,1,50.0,4.082,0.0,1,A
15.6,147,Seraphine,2,2,100.0,4.082,2.041,4,S
15.6,98,Shen,2,1,50.0,4.082,4.082,2,C
15.6,102,Shyvana,2,1,50.0,4.082,0.0,1,A
15.6,37,Sona,2,1,50.0,4.082,0.0,1,A
15.6,517,Sylas,2,2,100.0,4.082,4.082,4,S
15.6,48,Trundle,2,0,0.0,4.082,0.0,3,D
15.6,6,Urgot,2,1,50.0,4.082,4.082,2,C
15.6,110,Varus,2,0,0.0,4.082,0.0,3,D
15.6,498,Xayah,2,1,50.0,4.082,0.0,1,A
15.6,101,Xerath,2,1,50.0,4.082,2.041,2,C
15.6,83,Yorick,2,0,0.0,4.082,16.327,3,D
15.6,154,Zac,2,1,50.0,4.082,0.0,1,A
15.6,221,Zeri,2,1,50.0,4.082,0.0,1,A
15.6,115,Ziggs,2,2,100.0,4.082,0.0,1,A
15.6,26,Zilean,2,1,50.0,4.082,2.041,2,C
15.6,143,Zyra,2,1,50.0,4.082,14.286,2,C
15.6,12,Alistar,1,1,100.0,2.041,2.041,4,S
15.6,523,Aphelios,1,0,0.0,2.041,0.0,3,D
15.6,63,Brand,1,1,100.0,2.041,8.163,4,S
15.6,164,Camille,1,1,100.0,2.041,2.041,4,S
15.6,69,Cassiopeia,1,0,0.0,2.041,2.041,3,D
15.6,28,Evelynn,1,1,100.0,2.041,4.082,4,S
15.6,150,Gnar,1,0,0.0,2.041,0.0,3,D
15.6,10,Kayle,1,1,100.0,2.041,4.082,4,S
15.6,240,Kled,1,1,100.0,2.041,0.0,1,A
15.6,64,LeeSin,1,0,0.0,2.041,2.041,3,D
15.6,236,Lucian,1,0,0.0,2.041,4.082,3,D
15.6,76,Nidalee,1,0,0.0,2.041,0.0,3,D
15.6,516,Ornn,1,1,100.0,2.041,2.041,4,S
15.6,246,Qiyana,1,1,100.0,2.041,0.0,1,A
15.6,421,RekSai,1,1,100.0,2.041,2.041,4,S
15.6,58,Renekton,1,0,0.0,2.041,0.0,3,D
15.6,107,Rengar,1,1,100.0,2.041,6.122,4,S
15.6,92,Riven,1,1,100.0,2.041,0.0,1,A
15.6,27,Singed,1,0,0.0,2.041,4.082,3,D
15.6,134,Syndra,1,1,100.0,2.041,2.041,4,S
15.6,163,Taliyah,1,0,0.0,2.041,0.0,3,D
15.6,91,Talon,1,0,0.0,2.041,0.0,3,D
15.6,4,TwistedFate,1,0,0.0,2.041,0.0,3,D
15.6,29,Twitch,1,0,0.0,2.041,2.041,3,D
15.6,254,Vi,1,0,0.0,2.041,4.082,3,D
15.6,5,XinZhao,1,1,100.0,2.041,0.0,1,A
15.6,350,Yuumi,1,1,100.0,2.041,8.163,4,S
15.6,142,Zoe,1,0,0.0,2.041,0.0,3,D
