patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate
15.19,222,Jinx,10,5,50.0,23.256,4.651
15.19,145,Kaisa,10,3,30.0,23.256,0.0
15.19,875,Sett,9,6,66.67,20.93,4.651
15.19,25,Morgana,8,2,25.0,18.605,30.233
15.19,143,Zyra,8,6,75.0,18.605,6.977
15.19,6,Urgot,7,4,57.14,16.279,4.651
15.19,32,Amumu,6,4,66.67,13.953,4.651
15.19,81,Ezreal,6,5,83.33,13.953,4.651
15.19,236,Lucian,6,3,50.0,13.953,6.977
15.19,267,Nami,6,3,50.0,13.953,0.0
15.19,134,Syndra,6,2,33.33,13.953,4.651
15.19,238,Zed,6,3,50.0,13.953,18.605
15.19,53,Blitzcrank,5,3,60.0,11.628,16.279
15.19,131,Diana,5,3,60.0,11.628,13.953
15.19,36,DrMundo,5,2,40.0,11.628,13.953
15.19,245,Ekko,5,3,60.0,11.628,0.0
15.19,202,Jhin,5,1,20.0,11.628,4.651
15.19,141,Kayn,5,3,60.0,11.628,6.977
15.19,121,Khazix,5,3,60.0,11.628,2.326
15.19,64,LeeSin,5,1,20.0,11.628,0.0
15.19,99,Lux,5,1,20.0,11.628,13.953
15.19,235,Senna,5,4,80.0,11.628,0.0
15.19,18,Tristana,5,3,60.0,11.628,2.326
15.19,106,Volibear,5,3,60.0,11.628,13.953
15.19,19,Warwick,5,2,40.0,11.628,13.953
15.19,22,Ashe,4,4,100.0,9.302,16.279
15.19,233,Briar,4,2,50.0,9.302,18.605
15.19,119,Draven,4,1,25.0,9.302,27.907
15.19,150,Gnar,4,3,75.0,9.302,0.0
15.19,59,JarvanIV,4,3,75.0,9.302,0.0
15.19,126,Jayce,4,3,75.0,9.302,0.0
15.19,43,Karma,4,1,25.0,9.302,6.977
15.19,38,Kassadin,4,3,75.0,9.302,4.651
15.19,10,Kayle,4,3,75.0,9.302,4.651
15.19,7,Leblanc,4,3,75.0,9.302,13.953
15.19,11,MasterYi,4,0,0.0,9.302,34.884
15.19,902,Milio,4,1,25.0,9.302,6.977
15.19,111,Nautilus,4,1,25.0,9.302,6.977
15.19,80,Pantheon,4,2,50.0,9.302,9.302
15.19,888,Renata,4,1,25.0,9.302,0.0
15.19,14,Sion,4,3,75.0,9.302,0.0
15.19,901,Smolder,4,3,75.0,9.302,9.302
15.19,234,Viego,4,1,25.0,9.302,16.279
15.19,115,Ziggs,4,2,50.0,9.302,0.0
15.19,103,Ahri,3,2,66.67,6.977,4.651
15.19,84,Akali,3,2,66.67,6.977,9.302
15.19,34,Anivia,3,3,100.0,6.977,0.0
15.19,893,Aurora,3,2,66.67,6.977,0.0
15.19,432,Bard,3,1,33.33,6.977,2.326
15.19,63,Brand,3,2,66.67,6.977,2.326
15.19,51,Caitlyn,3,2,66.67,6.977,20.93
15.19,42,Corki,3,2,66.67,6.977,0.0
15.19,122,Darius,3,1,33.33,6.977,4.651
15.19,60,Elise,3,1,33.33,6.977,6.977
15.19,114,Fiora,3,1,33.33,6.977,4.651
15.19,104,Graves,3,1,33.33,6.977,0.0
15.19,910,Hwei,3,2,66.67,6.977,0.0
15.19,420,Illaoi,3,1,33.33,6.977,9.302
15.19,39,Irelia,3,0,0.0,6.977,6.977
15.19,429,Kalista,3,1,33.33,6.977,0.0
15.19,55,Katarina,3,2,66.67,6.977,9.302
15.19,240,Kled,3,2,66.67,6.977,0.0
15.19,117,Lulu,3,0,0.0,6.977,13.953
15.19,90,Malzahar,3,0,0.0,6.977,13.953
15.19,800,Mel,3,1,33.33,6.977,23.256
15.19,62,MonkeyKing,3,0,0.0,6.977,2.326
15.19,555,Pyke,3,0,0.0,6.977,20.93
15.19,360,Samira,3,2,66.67,6.977,2.326
15.19,35,Shaco,3,3,100.0,6.977,27.907
15.19,98,Shen,3,2,66.67,6.977,2.326
15.19,16,Soraka,3,2,66.67,6.977,4.651
15.19,412,Thresh,3,2,66.67,6.977,4.651
15.19,23,Tryndamere,3,2,66.67,6.977,0.0
15.19,29,Twitch,3,1,33.33,6.977,13.953
15.19,67,Vayne,3,1,33.33,6.977,2.326
15.19,45,Veigar,3,2,66.67,6.977,0.0
15.19,161,Velkoz,3,2,66.67,6.977,6.977
15.19,8,Vladimir,3,1,33.33,6.977,6.977
15.19,157,Yasuo,3,1,33.33,6.977,20.93
15.19,777,Yone,3,2,66.67,6.977,4.651
