patch,K,SSE,silhouette
15.8,2,291.63085877072143,0.3673404500030029
15.8,3,190.32330029828398,0.4583529095965902
15.8,4,126.68613410960093,0.5359080489273546
15.8,5,89.63870031744901,0.6451260604958712
15.8,6,60.18715707612787,0.689116662581471
15.8,7,39.2168917000417,0.6806424324121889
15.8,8,32.85863167064266,0.6969346851913236
15.8,9,27.16242092272091,0.7392695925608809
15.8,10,21.560765975527534,0.7594758757522584
