patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate
15.17,99,Lux,10,4,40.0,25.0,12.5
15.17,804,Yunara,10,3,30.0,25.0,20.0
15.17,106,Volibear,9,3,33.33,22.5,25.0
15.17,90,Malzahar,8,4,50.0,20.0,12.5
15.17,103,Ahri,7,2,28.57,17.5,5.0
15.17,22,Ashe,7,3,42.86,17.5,0.0
15.17,51,Caitlyn,6,3,50.0,15.0,22.5
15.17,131,Diana,6,3,50.0,15.0,5.0
15.17,54,Malphite,6,1,16.67,15.0,0.0
15.17,82,Mordekaiser,6,2,33.33,15.0,12.5
15.17,25,Morgana,6,5,83.33,15.0,15.0
15.17,235,Senna,6,1,16.67,15.0,5.0
15.17,517,Sylas,6,3,50.0,15.0,7.5
15.17,412,Thresh,6,2,33.33,15.0,2.5
15.17,31,Chogath,5,4,80.0,12.5,0.0
15.17,122,Darius,5,2,40.0,12.5,17.5
15.17,222,Jinx,5,2,40.0,12.5,5.0
15.17,902,Milio,5,3,60.0,12.5,7.5
15.17,21,MissFortune,5,2,40.0,12.5,2.5
15.17,875,Sett,5,3,60.0,12.5,0.0
15.17,14,Sion,5,4,80.0,12.5,0.0
15.17,67,Vayne,5,3,60.0,12.5,7.5
15.17,498,Xayah,5,1,20.0,12.5,2.5
15.17,777,Yone,5,2,40.0,12.5,2.5
15.17,115,Ziggs,5,5,100.0,12.5,0.0
15.17,53,Blitzcrank,4,3,75.0,10.0,25.0
15.17,233,Briar,4,1,25.0,10.0,17.5
15.17,86,Garen,4,2,50.0,10.0,10.0
15.17,420,Illaoi,4,2,50.0,10.0,15.0
15.17,145,Kaisa,4,2,50.0,10.0,0.0
15.17,141,Kayn,4,3,75.0,10.0,15.0
15.17,121,Khazix,4,3,75.0,10.0,2.5
15.17,203,Kindred,4,2,50.0,10.0,2.5
15.17,96,KogMaw,4,2,50.0,10.0,0.0
15.17,89,Leona,4,2,50.0,10.0,15.0
15.17,236,Lucian,4,3,75.0,10.0,12.5
15.17,800,Mel,4,1,25.0,10.0,27.5
15.17,901,Smolder,4,4,100.0,10.0,5.0
15.17,223,TahmKench,4,3,75.0,10.0,7.5
15.17,45,Veigar,4,2,50.0,10.0,0.0
15.17,83,Yorick,4,1,25.0,10.0,27.5
15.17,799,Ambessa,3,1,33.33,7.5,7.5
15.17,523,Aphelios,3,2,66.67,7.5,2.5
15.17,42,Corki,3,0,0.0,7.5,0.0
15.17,9,FiddleSticks,3,1,33.33,7.5,2.5
15.17,105,Fizz,3,0,0.0,7.5,12.5
15.17,39,Irelia,3,1,33.33,7.5,10.0
15.17,427,Ivern,3,2,66.67,7.5,2.5
15.17,59,JarvanIV,3,2,66.67,7.5,5.0
15.17,24,Jax,3,2,66.67,7.5,2.5
15.17,43,Karma,3,2,66.67,7.5,5.0
15.17,10,Kayle,3,1,33.33,7.5,2.5
15.17,62,MonkeyKing,3,1,33.33,7.5,0.0
15.17,950,Naafiri,3,3,100.0,7.5,0.0
15.17,267,Nami,3,3,100.0,7.5,7.5
15.17,75,Nasus,3,1,33.33,7.5,5.0
15.17,111,Nautilus,3,2,66.67,7.5,20.0
15.17,56,Nocturne,3,1,33.33,7.5,25.0
15.17,35,Shaco,3,0,0.0,7.5,17.5
15.17,15,Sivir,3,2,66.67,7.5,15.0
15.17,37,Sona,3,2,66.67,7.5,0.0
15.17,50,Swain,3,2,66.67,7.5,0.0
15.17,17,Teemo,3,2,66.67,7.5,25.0
15.17,77,Udyr,3,2,66.67,7.5,2.5
15.17,19,Warwick,3,0,0.0,7.5,5.0
15.17,5,XinZhao,3,2,66.67,7.5,2.5
15.17,266,Aatrox,2,2,100.0,5.0,12.5
15.17,84,Akali,2,1,50.0,5.0,15.0
15.17,32,Amumu,2,1,50.0,5.0,5.0
15.17,893,Aurora,2,1,50.0,5.0,0.0
15.17,268,Azir,2,2,100.0,5.0,0.0
15.17,119,Draven,2,0,0.0,5.0,10.0
