patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate,cluster,tier
15.17,33,Rammus,1,0,0.0,2.326,2.326,3,D
15.17,421,RekSai,1,1,100.0,2.326,0.0,0,S
15.17,888,Renata,1,0,0.0,2.326,0.0,3,D
15.17,58,Renekton,1,1,100.0,2.326,0.0,0,S
15.17,92,Riven,1,1,100.0,2.326,2.326,0,S
15.17,360,Samira,1,1,100.0,2.326,6.977,0,S
15.17,27,Singed,1,0,0.0,2.326,2.326,3,D
15.17,223,TahmKench,1,1,100.0,2.326,2.326,0,S
15.17,91,Talon,1,1,100.0,2.326,0.0,0,S
15.17,110,Varus,1,0,0.0,2.326,0.0,3,D
15.17,498,Xayah,1,0,0.0,2.326,0.0,3,D
15.17,154,Zac,1,0,0.0,2.326,2.326,3,D
