patch,championId,championName,games,wins,win_rate,pick_rate
15.17,21,MissFortune,5,2,40.0,29.412
15.17,517,Sylas,5,4,80.0,29.412
15.17,77,Udyr,4,3,75.0,23.529
15.17,45,Veigar,4,3,75.0,23.529
15.17,804,Yunara,4,1,25.0,23.529
15.17,238,Zed,4,1,25.0,23.529
15.17,115,Ziggs,4,1,25.0,23.529
15.17,22,Ashe,3,2,66.67,17.647
15.17,53,Blitzcrank,3,2,66.67,17.647
15.17,63,Brand,3,1,33.33,17.647
15.17,24,Jax,3,1,33.33,17.647
15.17,202,Jhin,3,0,0.0,17.647
15.17,43,Karma,3,2,66.67,17.647
15.17,90,Malzahar,3,1,33.33,17.647
15.17,11,MasterYi,3,2,66.67,17.647
15.17,267,Nami,3,2,66.67,17.647
15.17,80,Pantheon,3,1,33.33,17.647
15.17,15,Sivir,3,3,100.0,17.647
15.17,23,Tryndamere,3,1,33.33,17.647
15.17,103,Ahri,2,1,50.0,11.765
15.17,69,Cassiopeia,2,1,50.0,11.765
15.17,31,Chogath,2,1,50.0,11.765
15.17,131,Diana,2,1,50.0,11.765
15.17,36,DrMundo,2,1,50.0,11.765
15.17,81,Ezreal,2,0,0.0,11.765
15.17,86,Garen,2,0,0.0,11.765
15.17,420,Illaoi,2,0,0.0,11.765
15.17,39,Irelia,2,0,0.0,11.765
15.17,145,Kaisa,2,2,100.0,11.765
15.17,141,Kayn,2,0,0.0,11.765
15.17,89,Leona,2,1,50.0,11.765
15.17,236,Lucian,2,0,0.0,11.765
15.17,99,Lux,2,1,50.0,11.765
15.17,57,Maokai,2,1,50.0,11.765
15.17,902,Milio,2,0,0.0,11.765
15.17,75,Nasus,2,2,100.0,11.765
15.17,111,Nautilus,2,1,50.0,11.765
15.17,555,Pyke,2,1,50.0,11.765
15.17,107,Rengar,2,0,0.0,11.765
15.17,13,Ryze,2,1,50.0,11.765
15.17,35,Shaco,2,1,50.0,11.765
15.17,14,Sion,2,2,100.0,11.765
15.17,37,Sona,2,1,50.0,11.765
15.17,48,Trundle,2,1,50.0,11.765
15.17,67,Vayne,2,1,50.0,11.765
15.17,234,Viego,2,1,50.0,11.765
15.17,106,Volibear,2,1,50.0,11.765
15.17,19,Warwick,2,1,50.0,11.765
15.17,5,XinZhao,2,2,100.0,11.765
15.17,266,Aatrox,1,1,100.0,5.882
15.17,136,AurelionSol,1,0,0.0,5.882
15.17,893,Aurora,1,1,100.0,5.882
15.17,268,Azir,1,0,0.0,5.882
15.17,42,Corki,1,1,100.0,5.882
15.17,122,Darius,1,1,100.0,5.882
15.17,245,Ekko,1,1,100.0,5.882
15.17,114,Fiora,1,1,100.0,5.882
15.17,74,Heimerdinger,1,1,100.0,5.882
15.17,59,JarvanIV,1,1,100.0,5.882
15.17,126,Jayce,1,0,0.0,5.882
15.17,30,Karthus,1,1,100.0,5.882
15.17,121,Khazix,1,0,0.0,5.882
15.17,96,KogMaw,1,0,0.0,5.882
15.17,7,Leblanc,1,1,100.0,5.882
15.17,876,Lillia,1,1,100.0,5.882
15.17,54,Malphite,1,0,0.0,5.882
15.17,800,Mel,1,0,0.0,5.882
15.17,950,Naafiri,1,0,0.0,5.882
15.17,518,Neeko,1,1,100.0,5.882
15.17,2,Olaf,1,0,0.0,5.882
15.17,246,Qiyana,1,0,0.0,5.882
15.17,497,Rakan,1,0,0.0,5.882
15.17,526,Rell,1,1,100.0,5.882
15.17,360,Samira,1,1,100.0,5.882
15.17,875,Sett,1,1,100.0,5.882
15.17,98,Shen,1,1,100.0,5.882
15.17,901,Smolder,1,0,0.0,5.882
15.17,134,Syndra,1,0,0.0,5.882
15.17,163,Taliyah,1,1,100.0,5.882
15.17,44,Taric,1,0,0.0,5.882
15.17,17,Teemo,1,1,100.0,5.882
15.17,18,Tristana,1,1,100.0,5.882
15.17,4,TwistedFate,1,1,100.0,5.882
15.17,6,Urgot,1,0,0.0,5.882
15.17,110,Varus,1,1,100.0,5.882
15.17,161,Velkoz,1,0,0.0,5.882
15.17,711,Vex,1,1,100.0,5.882
15.17,498,Xayah,1,1,100.0,5.882
15.17,101,Xerath,1,0,0.0,5.882
15.17,777,Yone,1,0,0.0,5.882
15.17,350,Yuumi,1,1,100.0,5.882
15.17,26,Zilean,1,1,100.0,5.882
15.17,143,Zyra,1,1,100.0,5.882
