patch,K,SSE,silhouette
15.13,2,444.623625915233,0.45663014590598605
15.13,3,312.74685364430036,0.5262083576104545
15.13,4,228.55264816195864,0.5229675628154824
15.13,5,173.82426653273248,0.40749578610922477
15.13,6,139.0127039193448,0.4480188276616979
15.13,7,104.76291540350871,0.5039344108595698
15.13,8,89.6416488508078,0.4392341679813415
15.13,9,78.75441649934972,0.46003188693399905
15.13,10,69.37401261091486,0.44740625870953454
