cluster,n,mean_win_rate,mean_pick_rate,mean_ban_rate
0,12,100.0,16.48369230769231,0.0
2,10,82.35352941176471,29.41164705882353,25.21011764705882
3,4,40.0,54.2858,0.0
4,12,13.333333333333334,20.0,0.0
1,9,0.0,17.143,21.428800000000003
