patch,cluster,tier,center_wr_pct,center_pr_pct,center_br_pct,score
15.20,0,S,54.52806444819171,4.013477216387655,9.336336246863898,34.85451545851771
15.20,1,B,48.767283658602636,3.8131877786483996,1.5715955476298862,30.56148608351909
15.20,2,A,55.42885823641185,1.8396820675178667,1.8194179458492319,33.991161356687385
15.20,3,C,43.65735588130469,2.708207259208399,0.009999999999999998,27.007875706545335
15.20,4,D,0.009999999999999981,0.6125631242045367,0.07296343391684121,0.1970652806530451
