patch,championId,championName,games,wins,win_rate,pick_rate
15.9,800,Mel,7,4,57.14,30.435
15.9,110,Varus,6,3,50.0,26.087
15.9,202,Jhin,5,2,40.0,21.739
15.9,222,Jinx,5,3,60.0,21.739
15.9,54,Malphite,5,4,80.0,21.739
15.9,4,TwistedFate,5,2,40.0,21.739
15.9,893,Aurora,4,0,0.0,17.391
15.9,39,Irelia,4,1,25.0,17.391
15.9,89,Leona,4,1,25.0,17.391
15.9,21,MissFortune,4,1,25.0,17.391
15.9,25,Morgana,4,1,25.0,17.391
15.9,421,RekSai,4,2,50.0,17.391
15.9,412,Thresh,4,3,75.0,17.391
15.9,18,Tristana,4,2,50.0,17.391
15.9,51,Caitlyn,3,2,66.67,13.043
15.9,36,DrMundo,3,1,33.33,13.043
15.9,245,Ekko,3,1,33.33,13.043
15.9,9,FiddleSticks,3,1,33.33,13.043
15.9,3,Galio,3,1,33.33,13.043
15.9,24,Jax,3,3,100.0,13.043
15.9,55,Katarina,3,0,0.0,13.043
15.9,236,Lucian,3,1,33.33,13.043
15.9,902,Milio,3,2,66.67,13.043
15.9,950,Naafiri,3,1,33.33,13.043
15.9,35,Shaco,3,2,66.67,13.043
15.9,50,Swain,3,1,33.33,13.043
15.9,17,Teemo,3,2,66.67,13.043
15.9,254,Vi,3,2,66.67,13.043
15.9,19,Warwick,3,1,33.33,13.043
15.9,83,Yorick,3,0,0.0,13.043
15.9,115,Ziggs,3,1,33.33,13.043
15.9,136,AurelionSol,2,1,50.0,8.696
15.9,63,Brand,2,1,50.0,8.696
15.9,233,Briar,2,2,100.0,8.696
15.9,131,Diana,2,2,100.0,8.696
15.9,86,Garen,2,2,100.0,8.696
15.9,79,Gragas,2,2,100.0,8.696
15.9,104,Graves,2,1,50.0,8.696
15.9,120,Hecarim,2,2,100.0,8.696
15.9,910,Hwei,2,2,100.0,8.696
15.9,141,Kayn,2,1,50.0,8.696
15.9,85,Kennen,2,1,50.0,8.696
15.9,7,Leblanc,2,1,50.0,8.696
15.9,64,LeeSin,2,1,50.0,8.696
15.9,99,Lux,2,1,50.0,8.696
15.9,90,Malzahar,2,1,50.0,8.696
15.9,57,Maokai,2,1,50.0,8.696
15.9,82,Mordekaiser,2,2,100.0,8.696
15.9,267,Nami,2,0,0.0,8.696
15.9,111,Nautilus,2,1,50.0,8.696
15.9,56,Nocturne,2,0,0.0,8.696
15.9,133,Quinn,2,1,50.0,8.696
15.9,98,Shen,2,1,50.0,8.696
15.9,102,Shyvana,2,1,50.0,8.696
15.9,27,Singed,2,2,100.0,8.696
15.9,15,Sivir,2,1,50.0,8.696
15.9,234,Viego,2,1,50.0,8.696
15.9,498,Xayah,2,0,0.0,8.696
15.9,799,Ambessa,1,0,0.0,4.348
15.9,32,Amumu,1,1,100.0,4.348
15.9,523,Aphelios,1,0,0.0,4.348
15.9,22,Ashe,1,0,0.0,4.348
15.9,268,Azir,1,0,0.0,4.348
15.9,200,Belveth,1,1,100.0,4.348
15.9,53,Blitzcrank,1,0,0.0,4.348
15.9,31,Chogath,1,1,100.0,4.348
15.9,122,Darius,1,1,100.0,4.348
15.9,119,Draven,1,1,100.0,4.348
15.9,81,Ezreal,1,0,0.0,4.348
15.9,114,Fiora,1,0,0.0,4.348
15.9,105,Fizz,1,0,0.0,4.348
15.9,150,Gnar,1,0,0.0,4.348
15.9,887,Gwen,1,1,100.0,4.348
15.9,74,Heimerdinger,1,1,100.0,4.348
15.9,420,Illaoi,1,0,0.0,4.348
15.9,59,JarvanIV,1,0,0.0,4.348
15.9,126,Jayce,1,0,0.0,4.348
15.9,145,Kaisa,1,1,100.0,4.348
15.9,38,Kassadin,1,0,0.0,4.348
15.9,10,Kayle,1,0,0.0,4.348
15.9,240,Kled,1,1,100.0,4.348
15.9,96,KogMaw,1,0,0.0,4.348
15.9,876,Lillia,1,0,0.0,4.348
15.9,117,Lulu,1,0,0.0,4.348
15.9,11,MasterYi,1,0,0.0,4.348
15.9,895,Nilah,1,1,100.0,4.348
15.9,20,Nunu,1,0,0.0,4.348
15.9,61,Orianna,1,1,100.0,4.348
15.9,516,Ornn,1,1,100.0,4.348
15.9,80,Pantheon,1,1,100.0,4.348
15.9,246,Qiyana,1,0,0.0,4.348
15.9,497,Rakan,1,0,0.0,4.348
15.9,58,Renekton,1,0,0.0,4.348
15.9,107,Rengar,1,0,0.0,4.348
15.9,92,Riven,1,0,0.0,4.348
15.9,360,Samira,1,0,0.0,4.348
15.9,235,Senna,1,1,100.0,4.348
15.9,147,Seraphine,1,1,100.0,4.348
15.9,37,Sona,1,1,100.0,4.348
15.9,517,Sylas,1,1,100.0,4.348
15.9,134,Syndra,1,1,100.0,4.348
15.9,223,TahmKench,1,1,100.0,4.348
15.9,163,Taliyah,1,1,100.0,4.348
15.9,48,Trundle,1,1,100.0,4.348
15.9,29,Twitch,1,1,100.0,4.348
15.9,6,Urgot,1,0,0.0,4.348
15.9,67,Vayne,1,1,100.0,4.348
15.9,45,Veigar,1,1,100.0,4.348
15.9,112,Viktor,1,1,100.0,4.348
15.9,106,Volibear,1,1,100.0,4.348
15.9,101,Xerath,1,0,0.0,4.348
15.9,5,XinZhao,1,1,100.0,4.348
15.9,157,Yasuo,1,1,100.0,4.348
15.9,777,Yone,1,1,100.0,4.348
15.9,238,Zed,1,1,100.0,4.348
15.9,221,Zeri,1,1,100.0,4.348
15.9,142,Zoe,1,1,100.0,4.348
15.9,143,Zyra,1,0,0.0,4.348
